Adarsa Helping Hands Reaching Society,"A Venkampeta, Makkuva Mandal",Vizianagaram,ahhrsngo@gmail.com,NOT AVAILABLE,90106 33047,,"Agriculture, Community Development, Employment, Forest Management, Labour, Legal Awareness, Local Self Governance (Panchayati Raj), Self Help Groups, Sex Workers Welfare."
Adam Rehabilitation Center,"Orphan’s Care Center, Guntur",Guntur,adam_rehabilitation@yahoo.in,,91-98480 40732,NOT AVAILABLE,
Adarsha Educational & Rural Development Society,"8-232, Avanigadda",Avanigadda,adarshaers@yahoo.com,91-8671-272660,91-90308 86545,NOT AVAILABLE,"Child development, rural development."
Adarsh Community Development Trust,"6-4-504, Maruthi Nagar",Anantapur,abraham_simons@hotmail.com,91-8554-274492,91-94402 55557,NOT AVAILABLE,We work actively with the communities o bring lasting changes for the most marginalised children.
Adarsha Rural Development & Training Society,"Kodikonda, Chilamathur Mandal",Anantapur,adarsha2008@yahoo.com,,91-94419 43719,NOT AVAILABLE,
Adarsha Rural Education & Development Society,"1-165, Kodikonda, Chilamathur Mandal",Anantapur,hidayathulla.lepakshi@gmail.com,91-8556-243680,,NOT AVAILABLE,To promote educational developmental activities.
Adarsha Seva Samithi,"5-16, Obulapuram, Giddalur",Prakasam,adarshaseva16@gmail.com,NOT AVAILABLE,95539 78985,,"Agriculture, Child Labour, Development (General), Education, Employment, General – Social Welfare, Health, Local Self Governance (Panchayati Raj), Poverty, Rural Development, Social Awareness, Training, Tribal Development, Women Development/Welfare."
Aerobind Rural Educational & Development Services Society,"8/112, A-1",Kurnool,yogieswar0@gmail,,91-94915 91001,NOT AVAILABLE,To serve the disability persons.
ADRSSS – Adarsh Rural Development Social Service Society,"14-8-11, Kota Nagabhushanam Street, Hanumanpet",Vijayawada,adarshrdsss@sify.com,91-866-575795,,NOT AVAILABLE,"Aged, child welfare, disability, disadvantaged communities, food and nutrition, grants/aids, health, human rights, law, minorities, poverty, science and technology, sustainable development, training, tribal issues, urban development, water, women’s issues."
Agape Foundation,"4/1370 F, Sri Sri Nagar",Kadapa,agapefoundation350@gmail.com,,,NOT AVAILABLE,Education development in rural areas.
AGRASRI – Academy of Grassroots Studies & Research of India,"2-3-375/D, Venkataramana Layout, Near LIC Office",Tirupati,drsundarram@gmail.com,91-877-2244777,,NOT AVAILABLE,To develope a sound and efficient grassroots democratic system for achieving the Gram Swaraj.
AGS – Academy of Gandhian Studies,"18-03-1960, K.T. Bye Pass Road",Tirupati,ags76@rediffmail.com,91-877-3290429,91-98494 91255,NOT AVAILABLE,Academy of Gandhian studies an apex level NGO operating for the past thirty years is committee.
ADHARANA,Challapalli,Challapalli,adharana5@yahoo.co.in,91-8671-313830,,NOT AVAILABLE,"With out caste, down"
Ahamadiya Educational Welfare Society,"Repalle, Guntur",Guntur,atahar.sd@gmail.com,,91-98487 76124,NOT AVAILABLE,Welfare programmes
Aim Services – Association for Integrated Multi Services,"41-23/2-23, Maszid Road, Bramaramba Puram, Vijayawada",Krishna,aimsvja2000@yahoo.co.in,,"91-99484 11003, 91-99122 33239",NOT AVAILABLE,Social service
AIRTDS,"5-210, South Colony, kasttevaram",Tenali,airtds@airtds.org,91-8644-225739,,NOT AVAILABLE,"Community development, rural development women and children issues HIV/AIDS."
Alhuda Education Society,"25-2-1223, Police Colony",Nellore,roshan_ahes@yahoo.com,91-8621-225631,,NOT AVAILABLE,Grant for education
Al-Shifa Institute for Mentally Retard & Old Aged,"2/400, R.S. Road",Kadapa,reehana.ahmed@gmail.com,91-8562-223883,,NOT AVAILABLE,Seeking for funding it improve the health towards mentally retired childern.
Amar Society,"1-154 C, K-G Road",Kurnool,amarsociety@gmail.com,,91-90004 41157,NOT AVAILABLE,General
Amaan Shah Foundation for Child Cancer,"11-3-42, Dr. Umar Ali Shah Building, Main Road, Pithapuram",East Godavari,amaanshahfoundation@gmail.com,NOT AVAILABLE,99856 32234,,"Cancer Patients Help, Child Rights, Child Welfare, Grants/Aids, Health, Information And Communications Technology, Social Awareness Childhood Cancer Advocacy In Prevention And Early Diagnosis, Provide Social Economic And Medical Assistance, Providing Support And Assisting Child Cancer Survivors."
Al-Madina Muslim Education & Cultural Association,"Karlapalem, Guntur",Guntur,ammeca92@yahoomail.com,91-8643-272094,91-98492 53376,NOT AVAILABLE,Education development in rural area.
AMG India International,"Advancing the Ministries of the Gospel, Chilakaluripet",Chilakaluripet,info@amg.in,91-8647-254417,91-98488 24482,NOT AVAILABLE,General development.
Allama Iqubal Memorial Muslim Minority Society,"7-571, Islampet, Markapur",Prakasam,khasimsk717@gmail.com,NOT AVAILABLE,99486 75418,,"Disability, Education, General – Social Welfare, Grants/Aids, Health, Installation Of Borewells, Library, Minorities, Old Aged Welfare, Orphanage, Rural Development, Shelter Home, Society and Economy, Tribal Development, Tribal Issues, Urban Development, Water."
Anadha Vrudha Visrantha Ashramam,"Amancherla, Nellore",Nellore,vijaya6452@yahoo.co.in,91-861-2378054,91-94407 23512,NOT AVAILABLE,Old age care.
Ammathvam Welfare & Development Society,"25-577-1, Priyanka Nagar, Dharmavaram",Anantapur,gayatrisai4@gmail.com,NOT AVAILABLE,90009 70928,,"Child Welfare, Ngo Management, Old Aged Welfare, Orphanage, Women Development Welfare, Women’S Issues."
Andhra Pradesh Rural Development Organisation,"14/205, Koramvari Street, Near Kapu Street, Trunk Road",Nellore,aprdo99@gmail.com,NOT AVAILABLE,94943 00782,,"Agriculture, Awareness Generation, Development (General), Education, Employment, Fair Trade, Food And Nutrition, General – Social Welfare, Health, Human Development, Industry."
Anantha Rural Development Society,"1-1135-17, Adapaa Street, Kadiri",Anantapur,society.ards@gmail.com,NOT AVAILABLE,90320 90316,08494-220565,"Agriculture, Art And Craft, Awareness Generation, Ayurveda, Blindness, Child Labour, Child Rights, Child Welfare, Community Development, Corporate Social Responsibility, Cultural Issues, Development (General), Education, Employment, Environment, Forest Management, General – Social Welfare, Grants/Aids, Hiv/Aids, Human Development, Human Rights, Local Administration, Mentally Handicapped Persons, Society And Economy."
Amma Foundation,"D.No. 11113, Srikakulam",Srikakulam,uttam_magic@yahoo.com,91-8942-278332,"91-92466 31318, 91-89422 78332, 91-98484 17490",NOT AVAILABLE,Old age home.
APPRD,West Godavari,West Godavari,hani_konduri@rediffmail.com,,,NOT AVAILABLE,Integrated development of rural areas.
Aran Jyothi Mahila Organisation,"Door No. 7/841-2, Mruthunjaya Kunta",Kadapa,arunjyothi24@yahoo.com,,91-99492 49557,NOT AVAILABLE,For fainancial assistance our social welfare programmes.
Amity Global,"401, Venu Suryavihar, Main Road Seethammadhara",Vishakapatnam,amityglobal@gmail.com,91-891-2739119,91-94401 56638,NOT AVAILABLE,"Supprt services to the existing ngos, in project designing, training, research, evaluation etc."
Aravinda Viniyogadarula Sankshema Sangam,"East Madhavaram, Krishna",Krishna,aravindacws@yahoo.com,,91-99636 72598,NOT AVAILABLE,Development
APARD – Awakening Peoples Action for Rural Development,"17 Ramalingeswar Nagar, V.R. Colony",Kurnool,apard_ngo@rediffmail.com,,91-90005 71365,NOT AVAILABLE,To serve the poor.
ARDAR – Association for Rural Development & Action Research,"G-10, Sri Varshini Enclave I, 6-20-20/5, Behind K.D.P.M. High School",Visakhapatnam,ardar_vvr@yahoo.com,,91-94400 19036,NOT AVAILABLE,Development NGO
Arogyavaram Medical Centre,"Arogyavaram, Chittoor",Chittoor,,"91-8571-262228/6, 91-8571-260598",,NOT AVAILABLE,Health
ARISE – Association for Rural Involvement & Social Education,"Rajahmundry, East Godavari",East Godavari,arisengochowdari@gmail.com,"91-883-2461093, 91-883-3203009",91-99895 78522,NOT AVAILABLE,Working for the poor people in rural and tribal vilages.
Arthi Disabled Development Society,"Aug-94, Prakashnagar",Kadapa,arthidisabledsociety@yahoo.in,91-8562-258209,91-98491 35252,NOT AVAILABLE,To support mentally challenged children.
Asraya/Sree Sarada Educational Society,"27-23-38/5, Ameenapeta, Eluru-6",West Godavari,asraya.ngo@gmail.com,NOT AVAILABLE,94906 76794,,"General – Social Welfare, Hiv/Aids, Old Aged Welfare, Sex Workers Welfare, Training."
Assb Life Society,"2-86, Dibbanakal, Adoni Mandal, Kurnool",Kurnool,assblifesocietyadoni@yahoo.com,NOT AVAILABLE,"95537 61567, 84990 54545",,Social Work.
Annamma School for Hearing & Physically Handicapped & Baby Care Centre,"Ibrahimpatnam,",Krishna,annammasociety2007@gmail.com,,91-99632 70721,NOT AVAILABLE,Disability Rehabilitation.
Arthik Samata Mandal,"Near Benz Circle, Patamata, Vijayawada",Krishna,arthiksamata@yahoo.com,91-866-2476264,,NOT AVAILABLE,
ASSIST,"Assist, G.T.Road",Guntur,,"91-8647-253971, 91-8647-254815",,NOT AVAILABLE,"Disadvantaged communities, environment, human rights, training, women’s issues."
Asaya Youth Association,"Cheepurupalli, Cheepurupalli",Vizianahgaram,asayayouthassociation@gmail.com,NOT AVAILABLE,94409 37200,,"Distance Learning, E-Learning, Fair Trade, Forestry, Medical Relief, Society And Economy, Waste Management, Wildlife, Yoga, Youth."
Association for General Awareness & People Enlightment,Chittoor,Chittoor,agapengo@gmail.com,,91-97031 36559,NOT AVAILABLE,Social service.
Allan Rich Ministries Welfare Society,"40-55-9, Tatichetla Palem, Sanjeevayya Colony",Visakhapatnam,allanrichministriesws@gmail.com,,91-94415 85238,NOT AVAILABLE,Exists for the poor and distressed.
Association for Integrated Multi Services,"41-23/2-23 Maszid Road, Bramaramba Puram, Krishna Lanka",Vijayawada,aimsvja2000@yahoo.co.in,,91-99122 33239,NOT AVAILABLE,"Creating awareness, implementing government programmes."
Assurance for Rural Development Society,"12-12-14, Church Compound, Padi Street",Krishna,ardsociety@gmail.com,,91-92905 35740,NOT AVAILABLE,Voluntary organization
Association for Needy & Neighbouring Downtrodden,"11-820, 2nd Lane",Guntur,anandsociety@gmail.com,,91-94400 16598,NOT AVAILABLE,Need funding for our activities.
ASVON – Association of Small Voluntary Organisations Network,Guntur,Guntur,asvonet@yahoo.com,91-863-6585004,,NOT AVAILABLE,"Ngo development, education, health, micro finance."
Association for Rural & Tribal Development,"Krishna Sadan, Dr. Meda Ranga Prasada Rao Gardens, Rajamundry",Rajamundry,,"91-883-2461442, 91-883-2468449",,NOT AVAILABLE,"Tribal issues, women’s issues."
Atmakur Taluka Harijana & Girijana Social Welfare Youth Association,"Atmakur, Atmakur",Spsr Nellore,swyaatkr@yahoo.co.in,,91-96406 11812,NOT AVAILABLE,"Education, oldage care."
Association for Weaker Section Affairs & Rural Development,"8-107-C, Opp. Mnm. Petrol Bunk, Tirupati Road, Puttur",Chittoor,awardkrishna4@gmail.com,91-8577-203715,,NOT AVAILABLE,
Association for Community Mobilization & Empowerment,"09-05-2004, Sri Jaggamma Nilayam, Salur",Vizianagaram,acme_slr@yahoo.com,91-8964-255423,,NOT AVAILABLE,"Safe drinking water, disable and tribal welfare programs."
AVVA – Anagdha Vrudha Visranthi Ashramam,"Avva Ashram, Amancherla",Amancherla,vijaya6452@yahoo.co.in,91-861-2378054,91-94407 23512,NOT AVAILABLE,Old age care.
ASSURED – Agency for Sustainable Rural Development and Relief,"MIG 3, Vivekananda Colony",Vizianagaram,kesamuel@rediffmail.com,91-8922-275903,,NOT AVAILABLE,Sustainable rural development
Arise and Shine Society,"10, 54-16-6/5, Vijayawada",Krishna,arise.shine2004@yahoo.com,91-866-2450913,,NOT AVAILABLE,For grant support.
Babuji Seva Sanstha,"Ponnur, Guntur",Guntur,admin@babujisevasamstha.org,91-8643-243388,,NOT AVAILABLE,Welfare and awareness.
Banjara Tribal Development Organisation,"Post Office 2nd Line, Indira Nagar Yerragonda Palem",Prakasam,btdoorganisation@yahoo.com,,91-94923 20482,NOT AVAILABLE,
Awake Welfare Society,Endada,Visakhapatnam,support@awakesociety.com,NOT AVAILABLE,94922 30778,0891 2785229,"Child Labour, Child Welfare, Community Development, Development (General), Economics And Finance, Education, General – Social Welfare, Local Self Governance (Panchayati Raj), Training."
Ayuda Social Welfare Organization,"Cottenpeta, Dowlaiswaram",East Godavari,ayuda.ind.ap@gmail.com,NOT AVAILABLE,81068 07394,,We Generate Open Community To Help People.
Awake Trust,"01-11-2012, Srikakulam",Srikakulam,awaketrust@gmail.com,,91-92471 27217,NOT AVAILABLE,
BESWS – Bethel Education Social Welfare Society,D.No,Visakhapatnam,ramarao_palli@hotmail.com,91-8934-254245,91-96666 80746,NOT AVAILABLE,"Rural development, oldage care, micro finance, water, agriculture."
Bethesda Charitable Society,"1-57, Addada, Pamarru Md",Krishna,pmbabu82@gmail.com,91-8674-254854,91-99634 00823,NOT AVAILABLE,
AWARD – Association for Welfare Activities for Rural Development,"Door No 5-10-24, Venugopal Nagar, Sarojinini Devi Street",Guntur,awardsocialservices@gmail.com,91-8641-340455,,NOT AVAILABLE,Women & children.
Bethel Rural Evangelical Unity,"18-03-107/2, Ambedkar Naga, Bapatla",Guntur,theloveofgod1969@yahoo.com,91-8643-223702,91-94900 85060,NOT AVAILABLE,helping the humanrace.
Bhagyanand Animal Society,"MBT Road, Punganur",Chittoor,baspca@gmail.com,,91-93964 84555,NOT AVAILABLE,Animal welfare.
Bhagyam Foundation,"Challavenipeta Junction, Main Road, Jalumuru",Srikakulam,dharma.mouli@gmail.com,NOT AVAILABLE,85008 92220,,"Art And Culture, Child Labour, Child Rights, Community Development, Consumer Issues, Education, Legal Awareness, Local Administration, Physically Disabled, Pollution, Public Administration, Rural Development, Volunteers Educational & Social Organisation."
Bharathi Mahila Maccts Society,"Tenali, Guntur",Guntur,raavi_vaani99@yahoo.com,91-8644-235778,,NOT AVAILABLE,Microfinance.
Bharat Computers Technology Trust,"Ujwala Bharathi Mahila Samaikya, Visakhapatnam",Visakhapatnam,mvrorganisation@gmail.com,91-891-2747860,91-96666 99329,NOT AVAILABLE,To work the poor and needy.
Bharatiya Samskruthi Parirakshana Seva Samiti,Kakinada,Kakinada,mothers.seva@rediffmail.com,,91-92466 93947,NOT AVAILABLE,Indian culture development.
Bhavani Educational Society,Nellore,Nellore,bhavaniedu.society@yahoo.com,91-8626-213675,91-97045 01101,NOT AVAILABLE,Health & child.
BEST – Balakavi Educational Seva Trust,"4th Floor, Abhi Enclave, Nannaya Street, Subash Nagar",East Godavari,bhaskarbvs@gmail.com,NOT AVAILABLE,"76808 60666, 88324 34276",,"Girl Child Protect, Skill Development Centers, Awareness Programmes."
BHADYATH,"Student Social Organization, Visakhapatnam",Visakhapatnam,bhadyath@gmail.com,,91-99492 27513,NOT AVAILABLE,Education.
Bikshalu Educational Society,"Madiga Pallem Gowada, Chinnakothapalli",Prakasam,nagamallikoti9@gmail.com,,91-96422 93225,NOT AVAILABLE,"To promote the socio-economic, education, health, awareness, agrcultural, cultural, ssmoral standards."
Bhupathi Rural Development Trust,"2, 150, Sompally, Razole Mandal",East Godavari,bhupatiajay@gmail.com,"91-8862-220693, 91-8862-226386",,NOT AVAILABLE,Dalit empowerment and rural youth development.
Black Berry Program,Guntur,Guntur,blackberryprogram@gmail.com,,,NOT AVAILABLE,"Poor children, widoes, oldage homes."
BIRDS – Bharati Integrated Rural Development Society,"26/130, B1, Gnanapuram, Nandyal",Kurnool,paulrajv@yahoo.com,"91-8514-222266, 91-8514-246112",,NOT AVAILABLE,Rural development.
BREADS – Bhaskar Rural Education & Agriculture Development Society,"MIG 36, AP. Housing Board, Noonepalli, Nandyal",Kurnool,vijayndl@rediffmail.com,91-8514-240592,91-93470 05158,NOT AVAILABLE,"Education, health, NRM, water, women empowerment, child development, rural development, disability."
BLESS,"Bhaarateeya Love, And Eternal Service Society",Srikakulam,bless_ap@yahoo.co.in,,91-97030 11889,NOT AVAILABLE,To help improve the quality of life of the underprivileged in the society.
BREDS – Bapuji Rural Enlightenment & Development Society,"Pathapatnam, Srikakulam",Srikakulam,bredsorg@yahoo.co.in,"91-8946-255966, 91-8946-256133, 91-8946-256166","91-94403 87563, 91-94383 24334",NOT AVAILABLE,
Bethesda Rural Economical Association For Development (BREAD),Prakasam Road,Tuni,breadngotuni@gmail.com,NOT AVAILABLE,99856 55258,08854-254673,"Adolescent Girls Welfare, Awareness Generation, Child Rights, Child Welfare, Community Development, Education, Employment, Food And Nutrition, Health, Hiv/Aids, Human Development, Human Rights, Information And Communications Technology, Legal Awareness, Medical Relief, Minorities, Old Aged Welfare, Sex Workers Welfare, Social Awareness, Women Development/Welfare, Women’S Issues."
Benthany Colony Leprosy Association,Guntur,Guntur,bethanycolony@hotmail.com,91-8643-224760,,NOT AVAILABLE,"Health, rehabilitation."
Bright Social Welfare Organisation,"Seetharampuram, Tuni",Tuni,brightorg@gmail.com,91-8854-251365,"91-94410 73342, 91-92999 52499",NOT AVAILABLE,Livelihood & environment.
CARD – Creative Action for Rural Development,"Pragathi Nagar, Guntur",Guntur,cardpkk@yahoo.com,91-863-6585003,,NOT AVAILABLE,Rural development.
CANDLE – Creative Action for Necessitous Development from Living Environments,"2/147-3, Candle Street, Balaji Nagar",Kadapa,candlesociety@yahoo.com,91-8562-249170,,NOT AVAILABLE,"Child rights, human rights, women empowerment."
Care & Compassion Association,"D.No. 2-20, Kakinada",Kakinada,careandcom@yahoo.co.in,91-884-2340233,,NOT AVAILABLE,Serving the people.
BIRD – Board of Integrated Rural Development,"1-41-1/1, Ithavaram, Nandigama",Krishna,birdithavaram@gmail.com,,91-98667 40069,NOT AVAILABLE,Rural development
C.H.I.L.D. – Come Help The Ill – Fated Life of Destitutes,"9-15-6/B, Cbm Compound",Visakhapatnam,childvizag@gmail.com,91-891-6618271,,NOT AVAILABLE,Destitute orphan children
CCT – Chaitanya Charitable Trust,"3-24, Sai Nagar Colony, Sabbavaram",Visakhapatnam,cctradhakrishna@gmail.com,,91-94908 12271,NOT AVAILABLE,"Education, sustainging prgs, livelihood projects, placement training etc.,"
CEAD – Centre for Environment & Development,"3-44-2, Sainagar, M.R.Peta, Tuni",East Godavari,ceadapindia@gmail.com,91-8854-256647,,NOT AVAILABLE,
Call Society – Community Action for Literacy & Livelihood,"Dayana Nagar, Rayavaram",Prakasam,callsmrk@rediffmail.com,91-8596-222625,91-93900 13835,NOT AVAILABLE,Guidance & support from Ngo’s India for the development of below poverty line people in Coastal Andhra Pradesh.
Centre for Human Resource Development,"2/287, Balaji Nagar",Kadapa,centhrd@rediffmail.com,,91-94400 93413,NOT AVAILABLE,Empowerement of community through human resource development.
Centre For Education and Economic Development (CEED),"5-56-25, Cobaldpet, 1st Lane, Guntur",Guntur,ceedap98@gmail.com,NOT AVAILABLE,80193 73734,0863-2329678,"Adolescent Girls Welfare, Advocacy On Social Issues, Agriculture, Awareness Generation, Child Labour, Child Rights, Child Welfare, Community Development, Corporate Social Responsibility, Disability, Disadvantaged Communities, Disaster Management, Economics and Finance, Education, Environment, Grants/Aids, Health, Hiv/Aids, Human Rights, Industry, Legal Awareness, Livelihood, Micro-Enterprises, Orphanage, Physically Disabled, Poverty, Traditional Health, Trafficking Of Women, Training, Tribal Development, Water, Women’S Issues, Youth Organising Women and Youth Camps To Solve Their Own Problems Through Proper Planning Implementation and Monitoring Of The Programmes."
Centre for Upliftment of Rural Downtrodden,"8/122, Swatantrapuram",Sullurupet,upliftmentorg@gmail.com,91-861-2300280,91-88012 36907,NOT AVAILABLE,Development of community.
CDP – Community Development Project,"5/3/15/1, West street, Naidupet, SPSR",Nellore,cdps_madhu@yahoo.co.in,,"91-94412 37405, 91-94900 76702",NOT AVAILABLE,"Awareness, social jestice."
Chain of Charitable Trust,"Gunadala, Vijayawada",Krishna,,,91-99859 53803,NOT AVAILABLE,Sponsorship for children’s education help.
Chaitanya Disabled Welfare Society,"Chaitanya Manovikas Rehabilitation Centre, Rama Mandir Street, Vithal Nagar",Chirala,cmrccrl@yahoo.co.in,"91-8594-236548, 91-8594-236549, 91-8594-325869","91-99591 31715, 91-93478 27733",NOT AVAILABLE,
Care Society,"5/225, Main Bazar",Anantapur,caresociety59@yahoo.com,,91-98495 49162,NOT AVAILABLE,Finance assistance.
Chaitanya Educational & Rural Development Society,"3-68/1, 5th Lane, Chilakaluripet",Guntur,cerdsns@gmail.com,91-8647-252333,,NOT AVAILABLE,"Women and child welfare, comprehensive community development, sustainable agriculture."
Chaitanya Institute for the Learning Disabled,"Anjaneyapeta, Kothavalasa",Vizianagaram,child_ap@yahoo.com,91-8966-274360,91-94401 39531,NOT AVAILABLE,For financial assistance for the Development of the organisation.
CERD – Centre for Educational and Rural Development,"13-218-X-9, Teacher Ramanjaneyulu Street, B/h YSR Guest House",Kadapa,cerdvoluntaryorganisation@yahoo.co.in,,91-94413 37121,NOT AVAILABLE,"To promote the socio-economic, education, health, awareness, agricultural, cultural, ssmoral standards."
Charity Action for Rural Transformation Social Welfare Society,"61-1-32/2, Andhra Polytechni College",East Godavari,charts_venkatarao@yahoo.com,91-884-2349382,,NOT AVAILABLE,Seek funding for our organisation
Chaitanya Bharati Swatchanda Seva Samasta,"Kailam, Challapeta, Mentada",Vizainagaram,cbsss_society@yahoo.com,,"91-899652 00436, 91-88978 77949",NOT AVAILABLE,Rural development.
Chaitanya Rural Development Social Service Society,"B 5, Upstairs, RCM Buildings, Devanagar, Near Railway Gate",Kurnool,crdsss_1995@rediffmail.com,,91-98665 00534,NOT AVAILABLE,"Childlabour, housing, health, women domestic violence act, dalits."
Cheyootha Society,"13-6-600/35/E 6, P. K. Layout",Chittoor,cheyootha@gmail.com,91-8772-225623,,NOT AVAILABLE,
CARES – Community Action & Rural Education Society,Chittoor,Chittoor,caresctr@sancharnet.in,91-8572-227393,,NOT AVAILABLE,
Charles Charitable Trust,"9-86, West Mission Compound, Amaravathi Nagar S.V. Nagar",Chittoor,srrmaja65@rediffmail.com,91-877-6562798,,NOT AVAILABLE,Health and education
CERDS – Chaitanya Educational & Rural Development Society,"3-68/1, 5th Lane",Chilakaluripet,cerdsns@gmail.com,91-8647-252333,,NOT AVAILABLE,"Child education, women empowerment, water, health, livelihood and sustainable agriculture."
Chaitanya Youth Association,"Dharmavaram, East Godavari",East Godavari,chaitanyayouth1949,,91-98859 96777,NOT AVAILABLE,Helping poor patients and poor students.
Christian Association For Medical Mission and Peoples Development,"Purusothapatnam, Chilakaluripet",Chilakaluripet,camp.tifsw@gmail.com,NOT AVAILABLE,76748 43198,08647-251689,"Adolescent Girls Welfare, Advocacy On Social Issues, Anti Drug Campaign, Community Development, Development (General), Disability, Disaster Management, Education, Environment, Old Aged Welfare, Orphanage, Sanitation, Sex Workers Welfare."
Child Aid Foundation,"C.A.F. Road, Patamatalanka",Vijayawada,email@childaidfoundation.org,91-866-2470380,91-99513 31366,NOT AVAILABLE,"Child welfare, child education, girl-child."
CODWEL – Community Development & Welfare Society,"Ramabadrpuram Mandalam, Vizia",Arikathota,codwelsociety@yahoo.co.in,91-8964-250186,91-94405 40186,NOT AVAILABLE,"HIV/AIDS children, adults preventation and awareness mainstreaming."
Christian Prayer House Ministries,Door No,Amabjipeta,cphministries@gmail.com,91-8856-243878,91-94403 28541,NOT AVAILABLE,Service
CMC Leprosy Mission,"10-9-9-(1), Visakhapatnam",Visakhapatnam,venora2009@gmail.com,91-891-2517540,,NOT AVAILABLE,To help Leprosy affected people.
City Educational Society,"32-41-19, 4th Lane Revenue Colony, Vijayawada",Krishna,cityedusociety@gmail.com,91-866-2430153,,NOT AVAILABLE,
Christian Educational Society,"11-101, Indira Nagar, Yerragondapalem",Prakasam,ces.ypm2@gmail.com,NOT AVAILABLE,94900 87944,08403-254446,"Blindness, Cancer Patients Help, Child Labour, Child Rights, Child Welfare, Climate Change, Community Development, Cultural Heritage."
Community Action for Literacy & Livelihood,"Dayana Nagar, Rayavaram",Prakasam,callsmrk@rediffmail.com,,91-94402 53024,NOT AVAILABLE,Development of poor people.
College for Infotech & Academic Studies Educational Society,"12-163 Up Stairs, R.S. Road",Anantapur,suresh_bhoj@yahoo.co.in,91-8554-329244,,NOT AVAILABLE,Education
Community Development Project,"Door No. 5-3-15/1, West Street",Naidupeta,cdps_madu@yahoo.co.in,,91-94412 37405,NOT AVAILABLE,Child rights.
CORD – Creative Organisation & Rural Development,"B.C. Colony, Narsipatnam",Visakhapatnam,,"91-8932-236097, 91-8932-236048",,NOT AVAILABLE,Rural development
