Baba Bhagwan Dass Education Society,"Tikla, Nangal Teju, Bawal",Rewari,bbd.education@gmail.com,NOT AVAILABLE,98967 01751,0128-4260024,"Cow Protection Centre (Goushala), Distance Learning, E-Learning, Education, General – Social Welfare, Health, Old Aged Welfare, Traditional Health, Training, Women Development/Welfare, Women’S Issues."
Bhagat Singh Yuva Club,Charkhi Dadri,Bhiwani,bhagatsinghyuva.club@gmail.com,NOT AVAILABLE,97285 00740,01250-215740,"Child Rights, Education, Gender, Human Development, Youth."
Atamsat Manev Kalyan Evam Adhtyatmik Society,"Adarsh Nagar, Gurgaon",Gurgaon,atamsat@yahoo.com,NOT AVAILABLE,91-93500 32636,91-124-4086813,Help to helpless.
Babu Nath Memorial Health & Vocational Training Society,"569, Sector 18",Faridabad,bnsocial@gmail.com,NOT AVAILABLE,91-98183 25556,,Education
Bhagwati Viklang Punarvas Kendra,"Babu Kulwant Rai Smark Trust, Fathabad",Tohana,bkrstrust@gmail.com,NOT AVAILABLE,,91-169-2230091,
Bharat Vikas Parishad,"Vahdya Hukam Chand Arogyadham, G.T. Road, Bus Stand, Gharaunda",Karnal,info@vhcaherbals.org,NOT AVAILABLE,91-92543 52214,91-174-8253514,Social Service.
Bharat Vikas Sangh,"1674/22, Shree Nagar Colony",Rohtak,"jaswanti_bvs@yahoo.com, ashok_vashisth75@yahoo.com",NOT AVAILABLE,,91-1262-269171,
Association for Children’s Enhancement,"D-1035, Dabua Colony, N.I.T.",Faridabad,acefaridabad@gmail.com,NOT AVAILABLE,91-98738 86282,,"Child education, health."
Bharti Foundation,"47, Udhyog Vihar",Gurgaon,rituparna.sengupta@bhartifoundation.org,NOT AVAILABLE,,91-124-4666000,Education.
Bhiwani Karate Association,"Jalandhara Bhawan, 11, Hatta Lohar Bazar, Kumharan Gali",Bhiwani,jbirenderkumar@gmail.com,NOT AVAILABLE,92530 40394,,Promoting Karate As A Self Defence And Sports For Boys And Girls.
Bhakhariya Jan Seva Trust,"Rewasa Under Flyover, Near T-Point Kanina Road",Mahedragarh,pardeepbhakhariya@gmail.com,NOT AVAILABLE,98137 80998,01285-221231,"Adolescent Girls Welfare, E-Governance, E-Learning, Economics And Finance, Infrastructure, Labour, Medical Relief, Micro-Enterprises, Population, Self Help Groups, Sericulture, Sex Workers Welfare, Water, Wildlife, Women Development/Welfare, Women’S Issues, Yoga, Youth Education And Health."
Ayurved Jagriti Mission,"Vahdya Hukam Chand Arogyadham, G.T. Road, Bus Stand, Gharaunda",Karnal,info@vhcaherbals.org,NOT AVAILABLE,91-92543 52214,91-174-8253514,promotion of ayurveda
Bhartiya Gram Sudhar Samiti,"Sanjany Gandhi Memorial Nagar, Faridabad",Faridabad,bsawrup@hotmail.com,NOT AVAILABLE,,91-129-6546532,Grant for weaker section.
Ch. Mohd. Ramjani Khan Memorial Society,"Bawla, Tauru, Mewat",Mewat,nmssps@gmail.com,NOT AVAILABLE,98133 18609,,"Adolescent Girls Welfare, Advocacy On Social Issues, Art And Craft, Ngo Management, Old Aged Welfare, Orphanage, Peace, Public Administration, Rehabilitation, Rural Development, Social Awareness, Women Development Welfare, Women’S Issues."
ARPANA,"Madhuban, Karnal",Karnal,arct@arpana.org,NOT AVAILABLE,91-98962 31313,"91-184-2380801, 91-184-2380803","Health, education & women empowerment."
Bharat Vikas Parishad Gharaunda,"Physiotherapy Centre, Old Civil Hospital, Gharaunda",Karnal,ajayg1@live.com,NOT AVAILABLE,91-93153 30303,,Social development for all
Centre for Advancement of Village Economy,"Dhana, Sahlawas",Jhajjar,,NOT AVAILABLE,,"91-1251-276114, 91-1251-253341","Aged, Agriculture, Child welfare, Development(General), Education, Environment, Health, Human Rights, Local Administration, Rural Development, Sanitation, Training, Water, Women’s issues"
Child Welfare & Educational Society,"B 516, Opp. A.D.Sr.Sec. School, Dabua Colony",Faridabad,childwelfarees@gmail.com,NOT AVAILABLE,91-99714 59133,91-129-2480194,"Education, health, NRM, water, women empowerment, child development, rural development."
Creative Concept Society,"3741, Jawahar Colony",Faridabad,ccsngo2009@gmail.com,NOT AVAILABLE,"98993 75003, 88261 33969",,Social Work.
Cow Club India under the aegis of Sri Giriraj Ji Goshala Seva Sansthan,"SCF 9, Sector 14, Shopping Complex",Faridabad,info@cowclubindia.com,NOT AVAILABLE,91-98731 13355,91-129-2263939,Animals & birds care centre.
Dada Lakhmi Chand Kala Vikas Manch,"Opp. Maha Luxmi Furnishing, Desraj Colony",Panipat,"v4virendera@gmail.com, president@dadalakhmichandkvm.org",NOT AVAILABLE,91-94161 33344,,
Day Scholar Education Society,"Gulati Road, Samalkha",Panipat,vatsa.rakesh@rediffmail.com,NOT AVAILABLE,91-98969 05451,,To spread computer and school eucation in all our.
Ch Anwar Khan Gramin Vikas Shiksha Sudhar Samiti,"Chitora, F.P.Jhirka, Mandikhera, Firozpur, Mewat",Mewat,jms00053@gmail.com,NOT AVAILABLE,99912 25785,,"Awareness Generation, Development (General), Employment, General – Social Welfare, Industry, Legal Awareness, Self Help Groups, Social Awareness, Right To Information, Urban Development."
Daya Gramudyag Samiti,"Daya Gram Udyog Samiti, Kothi 1371, Sector 9",Karnal,,NOT AVAILABLE,,91-184-2280371,"Disadvantaged communities, Employment, Rural Development"
Dastakk Sanjha Vichar Manch,"1st Floor, Gaba Shoe Camp, Fatehabad",Tohana,pahwa.jimmy@gmail.com,NOT AVAILABLE,91-97290 90569,,Become our India up and up from grass root.
CIRCLE,"40, Main Post Office",Yamuna Nagar,contact@circle.org.in,NOT AVAILABLE,,,Working nation wide for improving lifestyle & environment of general public.
Bit Education Society & Welfare Council,"Patodi Road, Tauru, Mewat",Mewat,biteducationsociety@rediffmail.com,NOT AVAILABLE,98120 24398,,"Development (General), Distance Learning, E-Governance, E-Learning, Education, Employment, Information And Communications Technology."
Edwell,"H 745 A, Palam Vihar",Gurgaon,edwellngo@gmailcom,NOT AVAILABLE,91-98991 75657,,Networking
EESHA – Education,"Tumbaheri, Jhajjar",Environment,e2sha.tumbaheri@gmail.com,NOT AVAILABLE,78380 814992,,"Child Welfare, Education, Employment, Environment, Health, Poverty, Rural Development, Waste Management, Women Development/Welfare Women Empowerment and Education Development In Rural India."
Daya Gramin Sewa Mandal,"153, Prem Nagar",Hissar,satyavir_1968@rediffmail.com,NOT AVAILABLE,91-92158 00110,91-1662-253753,Livelyhood promotion.
Deep Jyoti School of Education Society,"SCF 254, Sector 16",Panchkula,djsesindia@gmail.com,NOT AVAILABLE,"91-98155 44600, 91-94170 55301",,Education
Deenbandhu Educational Society,"1, Pana Baithan, Beri",Jhajjar,deenbandhungo@gmail.com,NOT AVAILABLE,98127 77237,,Social Work.
DRONAH – Development & Research Organisation for Nature,"A-258, Gurgaon",Arts & Heritage,dronah@gmail.com,NOT AVAILABLE,,91-124-4082081,"Built heritage, natural heritage and community."
Eklavya Raktdan Club,"432, Sector 8, Urban Estate",Karnal,info_eklavya@yahoo.com,NOT AVAILABLE,91-98964 34569,,To arrange blood for needy.
Euroasia Lakshya Foundation,"606, Sec 22, N.I.T",Faridabad,euroasialakshya@yahoo.in,NOT AVAILABLE,91-94122 55745,91-129-4120606,"Education, upliftment of poor section of society through education & other resources."
ELA Women’s Development Society,"B-78, Ashoka Enclave, Sector 37",Faridabad,elawomenorg@gmail.com,NOT AVAILABLE,,,Women’s issues and empowerment
EVAD,"Near Bohra Public School, Chawla",Ballabgarh,nagpurerashmi26@yahoo.com,NOT AVAILABLE,91-98991 64897,,
End Poverty,"M 48, South City 1",Gurgaon,supportep@endpovertyindia.org,NOT AVAILABLE,91-98911 27037,,Poverty alleviation
FOOD,"Mata Gate, Jhajjar",Jhajjar,virenderlowchab@yahoo.com,NOT AVAILABLE,91-94642 22222,,To provide food who need it.
EARTH – Environment Awareness & Reform Task-force for Heirs,"Above Godara, Medical Hall",Rohtak,support@earthngo.com,NOT AVAILABLE,91-98969 11778,,Environment awareness and reforms.
FASTEST – Forum for Advancement of Society Through Education,"Top Floor, 2-3, City Centre, Near Huda Park, Hansi Road",Science & Technology,fastest4@sify.com,NOT AVAILABLE,,"91-1664-372060, 91-1664-252541",
Foundation Against Thalassaemia,"1-F-35, Kalyan Singh Chowk N.I.T.",Faridabad,ngoindian@gmail.com,NOT AVAILABLE,,91-129-4019988,"Free medicines, free blood to Thalassaemics."
Global Education & Social Welfare Society,"125/7, Gurgsom",Gurgaon,"geswsg@yahoo.com, kanwalia_rf@yahoo.co.in",NOT AVAILABLE,91-98210 50076,,"Education, health, community development IGP"
Golden Age People,"Sharma’S Nest1402, Sector 8",Faridabad,goldenagepeople@gmail.com,NOT AVAILABLE,88600 68707,0129-2210614,"Old Aged Welfare, Rehabilitation, Social Awareness."
Future Vision Educational Society,"8, Railway Road, Above OBC",Hisar,iecshsr@gmail.com,NOT AVAILABLE,91-98120 33058,91-1662-231058,"Providing IT & other technical education to rural, semi urban, urban unemployed youth."
Gram Swarajya Sansthan,"Gram Swarajya Sansthan, 196, Prem Nagar",Hisar,,NOT AVAILABLE,,91-1662-231525,"Aged, Agriculture, Child welfare, Environment, Health, Rural Development, Training"
Gayatri Khadi Avem Gramudyog Samiti,"Gayatri Khadi Avem Gramudyog Samiti, Outside Jattan Gate",Karnal,,NOT AVAILABLE,,"91-184-2255008, 91-184-2254452","Disadvantaged communities, Health, Human Rights, Rural Development, Training"
Gramin Vikas Mandal,"440 1st Floor, Opp. U.K. Model School, Dabra Chowk",Hisar,gvmsingh.singh3@gmail.com,NOT AVAILABLE,91-99912 33045,,Rural development
Gramin Mahila Avm Shishu Vikas Samiti,"Garhi Birbal, Karnal",Karnal,grams_gbl@yahoo.co.in,NOT AVAILABLE,,91-184-2370012,Social activity.
Gramin Yuva Avm Mahila Vikas Sansathan,"Near Main Post Office, Kamboj Photostate, Indri",Karnal,yuvaindri@yahoo.com,NOT AVAILABLE,91-94162 95801,,To promote information collaborations and constructive communication between ngos.
Gramin Yuva Shiksha Society,"Near Bus Stand, Dighal",Jhajjar,gyss2147@gmail.com,NOT AVAILABLE,91-98124 41831,,Social awareness.
Godhan Jagriti Abhiaan Society,"297, Sector 21-B",Faridabad,satishgopala09@rediffmail.com,NOT AVAILABLE,,91-129-4047847,Gau Sewa
Green Earth 2025 Foundation,"203-B, 16, Nai Basti",Guegaon,gearth.2025@gmail.com,NOT AVAILABLE,95400 02100,,"Adolescent Girls Welfare, Agriculture, Animal Welfare, Anti Drug Campaign, Art And Craft, Blindness, Cow Protection Centre (Goushala), Cultural Issues, Development (General), Environment, Fair Trade, Forest Management, Forestry, Herbal Medicine, Human Development, Infrastructure, Labour."
Gramin Vikas Mandal,"Gramin Vikas Mandal, Seva Sadan",Charkhi Dadri,,NOT AVAILABLE,,91-1250-222922,Development(General)
Geeta Institute of Information Technology,"Street 1, Vikas Nagar, Opp NFL Colony",Panipat,giitpanipat@rediffmail.com,NOT AVAILABLE,91-92152 91129,91-180-2660894,To provide better computer education.
Gramin Vikas Samiti,"504/1, Bhim Garh Kheri",Gurgaon,graminvikassamiti@yahoo.com,NOT AVAILABLE,91-92500 56255,,"Rural development, support in health, education & community development."
Gurgaon Gramin Mahila Mandal,"310, Sector 39, Huda Plots, Opp. Medi City",Gurgaon,ggmmgrg@gmail.com,NOT AVAILABLE,91-99104 03229,91-124-2580220,"Development, empowerment & welfare of grass root level rural women."
Gyan-Jyoti Educational & Charitable Society,"C 1 Surya Vihar, Sec. 4",Gurgaon,gyanjyoti.india@yahoo.in,NOT AVAILABLE,"91-98998 29443, 91-99689 52517",91-124-4040979,Education & charity
Hansraj Jansewa Sansthan,"447, Chandarpure Colony",Ambala,hansraj.jansewa@gmail.com,NOT AVAILABLE,97292 50122,,"Art and Craft, Awareness Generation, Development (General), Education, Environment, General – Social Welfare, Social Awareness, Training."
Haryana Computer Welfare Education Centre,"Lyceum Institute of Management Technology, Panipat",Panipat,ssharma@yahoo.com,NOT AVAILABLE,,91-180-2583051,Poor girls education.
Haryana Sporboard & Academy,"Bharat Nager, Bawari Gate, Pajawa Main Road",Bhiwani,vatsnews@gmail.com,NOT AVAILABLE,,,Sports.
Haryana Nav Yuvak Kala Sangam,"443/30, Dev Colony, Delhi Road",Rohtak,jasphool@del2.vsnl.net.in,NOT AVAILABLE,,"91-1262-42394, 91-1262-50656","Disadvantaged communities, Environment, Sustainable Development, Women’s issues"
Haryana Paryavarn Sanrakshan Aur Sodh Samiti,"Haryana Paryavarn sanrakshan Aur Sodh Samiti, Charkhi Dadri",Charkhi Dadri,,NOT AVAILABLE,,91-1250-22095,"Education, Environment, Forestry, Sanitation"
Haryana Welfare Computer Education Society,"Madlauda, Panipat",Panipat,ssharma2007@yahoo.com,NOT AVAILABLE,,91-180-2583051,Women education in rural.
Haryana Rural Development Farmer’s Association,"66/22, Kishanpura, Sonepat Road",Rohtak,,NOT AVAILABLE,,"91-1262-46552, 91-1262-45050","Development(General), Women’s issues"
Haryana Yuva Kisan Club,"Chamber 97 A, Courts Sonepat",Sonipat,mail@vinaychhikara.com,NOT AVAILABLE,91-98122 06000,91-1302-221630,Boost the young potential in agricultre.
Health Aid Medicare,"491, Sector 2",Panchkula,schoolhealthaid@gmail.com,NOT AVAILABLE,91-94170 08878,,Child health.
Haryana Welfare IT Education Society,"Nr. Arya Boys School, Huda Complex, Narwana",Jind,hwite.org@yahoo.com,NOT AVAILABLE,91-94161 92972,,Social awareness.
HEW Co-operation,Gurgaon,Gurgaon,hew_cooperation@yahoo.com,NOT AVAILABLE,91-99532 04867,,"Health, education, work co-operation"
Haryana Women Welfare Fedration,"486, Sector 20",Kaithal,suneetadhariwal@indiatimes.com,NOT AVAILABLE,,91-1746-234824,Women empowerment and gender equality.
HEMA Foundation,"V 8/1 (GF), DLF Phase 3",Gurgaon,ramanaidu@airtelmail.in,NOT AVAILABLE,91-98993 88583,91-124-4061136,Age care.
Gyan Sanjeevani Seva Samiti,Krishna Colony,Palwal,gyansanjeevani@outlook.com,NOT AVAILABLE,99683 61469,,"Advocacy On Social Issues, Education, Employment, Forest Management, General – Social Welfare, Medical Relief, Science And Technology."
Hope and Care Foundation,"L-512, Jalvayu Tower",Gurgaon,hopencarefoundation@gmail.com,NOT AVAILABLE,98110 41417,,"Rural Development, Self Help Groups, Social Awareness, Society And Economy, Sustainable Development, Training, All Youth, Women, Should Be Skilled And Capable To Generate Good Income. Maintain Good Life Style, Education, Good Health And Awareness About New Developments Like Solar Energy Etc."
Haryana Viklang Kalyan Sangh,"13, Subash Road",Rohtak,hvksrohtak@yahoo.co.in,NOT AVAILABLE,91-98133 71279,,To the disabled for the disabed and by the disabled.
I Love My City,"65, Sector-15-A",Faridabad,pp.singh@ilovemycity.in,NOT AVAILABLE,,91-129-4027997,Voluntary organization to uplift the city.
Hope And Faith,"5, Deep Nagar",Hisar,hopeandfaithngo@gmail.com,NOT AVAILABLE,"98122 66444, 90345 63223",,"Adolescent Girls Welfare, Art And Craft, Awareness Generation, Child Rights, Community Development, Education, Employment, Environment, General – Social Welfare, Health, Human Rights, Plantation, Pollution, Women Development/Welfare, Yoga, Youth."
Help People Group,"New Mandi, Narnaul",Mahendergarh,helppeople2008@gmail.com,NOT AVAILABLE,,91-1282-257962,
Indian Handicapped Welfare Association,Gurgaon,Gurgaon,ihwa.hcad@gmail.com,NOT AVAILABLE,,,"Wlefare of disabled, weaker section of soicety, widows."
Indian Identity Organization,"2, Aashirwad Building",Panipat,sandeep11184@hotmail.com,NOT AVAILABLE,91-98960 15011,,Help the people for provide the self identity.
Hum Foundation,"653/8, New Laxman Calony",Kurukshetra,humfoundationkkr@gmail.com,NOT AVAILABLE,98121 54381,,"Education, Environment, Sanitation."
Indian Rural Development Society,"Tain, Nuh",Mewat,mdhussain1981@gmail.com,NOT AVAILABLE,"91-80533 91603, 91-90502 46677",91-1267-271038,Social working
Indian Resource & Development Association,"Raghunath Manas Mandir Colony, Gurukul, Dhand Road",Kurukshetra,irada.association@gmail.com,NOT AVAILABLE,91-94662 90732,91-1744-239717,"Education, science communication, child development."
Institute of Mathematics,"H 501, Palam Vihar",Gurgaon,ashay@dharwadker.org,NOT AVAILABLE,,91-124-4074024,Fundamental research in mathematics and its applications.
Jai Swachhta Samiti,"Opp. K.G. Clinic Building, Sirsa",Sirsa,linksanjaygupta@gmail.com,NOT AVAILABLE,,91-1666-234526,Social work & development
Indian Charitable Foundation,"303, Chopra Garden",Yamuna Nagar,icftiynr@gmail.com,NOT AVAILABLE,90505 50091,01732-250003,"Community Development, Consumer Issues, Corporate Social Responsibility, Employment, Energy, Environment, Fair Trade, General – Social Welfare, Legal Awareness, Rehabilitation, Research, Science And Technology, Self Help Groups, Social Awareness, Traditional Health, Trafficking Of Women, Urban Development, Volunteers, Women Development Welfare, Women’s Issues To Organise Community People To Fight Against Social Evils."
Jan Jagriti Yuva Mandal,"Sutana, Panipat",Panipat,singh.ranbir83@yahoo.com,NOT AVAILABLE,91-98139 17320,,Social welfare.
Jan Sewa Vahini Charitable Trust,"148, Atmadpur, Sector-30",Faridabad,trustjsv@gmail.com,NOT AVAILABLE,99903 70076,,"Animal Welfare, Awareness Generation, Cancer Patients Help, Child Labour, Child Rights, Child Welfare, Community Development, Cow Protection Centre (Goushala), Education, Environment, General – Social Welfare, Health, Hiv/Aids, Human Development, Human Rights, Livelihood, Plantation, Pollution, Rehabilitation, Research, Trafficking Of Women, Water, Women Development/Welfare."
Indian Red Cross Society,"Indian Red Cross Society, Rohtak",Rohtak,,NOT AVAILABLE,,"91-1262-244588, 91-1262-242222","Disability, Health"
Jagrti Yuva Sansthan,"Asadpur, Nandnour",Sonipat,sapna60186@gmail.com,NOT AVAILABLE,91-98131 68135,91-130-2415307,"Education, youth, health women empowerment, rural development, child development."
Janta Shiksha Samiti,"1st Floor,Khalsha Complex, S.K. Road Ladwa",Kurukshetra,jantashikshasamiti@gmail.com,NOT AVAILABLE,91-93156 07007,91-1744-312801,
Indian People Welfare Society,"Opp. Padma City Mall, Near SBI Bank",Kaithal,Indianpeoplewelfaresociety@gmail.com,NOT AVAILABLE,92156 66111,017463-22681,Social Work.
Jeevan Jyoti,"Naraina Didwari Raod, Panipat",RD Memorial Education Society,durga.virender@gmail.com,NOT AVAILABLE,,,
Jan Parivartan Sanstha,"483, Sector-29",Faridabad,janparivartansanstha@gmail.com,NOT AVAILABLE,"96549 89759, 97166 13803",,Social Work
Jeevanrakshak,"5-A, 1st Floor, Surya Kiran Building",Gurgaon,info@jeevanrakshak.org,NOT AVAILABLE,,91-124-2223202,Improve health status in India.
Jeewan Suraksha Society,"Ramesh Nagar, Camp",Panipat,10columns@gmail.com,NOT AVAILABLE,91-92551 91811,,
Janta Education Samiti,"Kailash Complex, Rohtak",Rohtak,manoj_chaliya@yahoo.co.in,NOT AVAILABLE,,,"Awareness, give education."
Junoon Social Welfare Society,"1382/13, Urban Estate",Kurukshetra,junoonkkr2001@gmail.com,NOT AVAILABLE,91-84163 34856,,"Education, health, environment, awareness, RTI, advocacy, differently abled."
Jyoti Society,"358, Sector 14",Rohtak,d.budhwar@yahoo.com,NOT AVAILABLE,,91-1262-295835,Social development
