Adamya Yuva Seva Samiti,Gram Gortara,Sahahdol,adamyayuvasamiti@gmail.com,NOT AVAILABLE,95752 60865,,"Agriculture, Animal Health, Animal Welfare, Anti Drug Campaign, Art And Craft, Art And Culture, Awareness Generation, Ayurveda, Employment, Energy, Fair Trade, Forest Management, General – Social Welfare, Governance, Population, Poverty, Society And Economy, Tribal Development, Youth."
Adhikar Special School for Mentally With Multipal Handicapped,"348, Bus Stand",Panna,parant01@in.com,,91-93004 81076,NOT AVAILABLE,Rehabilitation services.
Adarsh Lok Kalyan Sansthan,"Old R.T.O. Office, Near Astha Flat, Bharhut Nagar",Satna,aloksanstha_stn@rediffmail.com,91-7672-222993,91-94251 72648,NOT AVAILABLE,
Adarsh Lok Kalyan Sasthan (Alok) Sansthan,"Alok Sadan Astha Flats Road, Bharhut Nagar",Satna,alosansthan_stn@gmail.com,91-7672-222419,91-94251 72648,NOT AVAILABLE,"Educational, health tribal & rural development etc."
Aditi Swyam Sevi Sansthan,"Katanga, Jabalpur",Jabalpur,aditingo@gmail.com,,91-93001 45511,NOT AVAILABLE,
Advait Developmental Society,"E-7, MIG 535, Arera Colony",Bhopal,deepakukreti@gmail.com,,,NOT AVAILABLE,Educational developments
Adhunik Vikas Sansthan,"11, College Road, Chakghat",Rewa,kashyap87b@gmail.com,NOT AVAILABLE,97551 89735,,"E-governance, human development, information and communications technology, minorities, natural resource management, science and technology, right to information, tribal development, women development welfare."
Aditi Swyam Sevi Sanstha,"APR Colony, Katanga",Jabalpur,aditingo@gmail.com,91-761-2335645,91-93001 45511,NOT AVAILABLE,Social Sector
Adarsh Jan Kalyan Seva Samiti,Sausar,Chhindwara,ajksssausar@gmail.com,NOT AVAILABLE,83700 17728,07165-220123,"Fair Trade, Gender, Sanitation, Women’S Issues, Free Computer Education Program."
Adivasi Chetna Shikshan Seva Samiti,"Post Box No 52, Near Bus Stand",Jhabua,acsssjha@hotmail.com,91-7392-245650,,NOT AVAILABLE,"Developmental, collaboration."
Advocacy for Alternative Resources Action Mobilization & Brotherhood,"52-53 C, Indrapuri,",Bhopal,aarambhbpl@sify.com,"91-755-754270, 91-755-751066",,NOT AVAILABLE,"Child welfare, Health"
Advance Information Management Society,"140, Dhanvanty Marg, Freegunj",Ujjain,mahawergarima@gmail.com,91-734-2020122,91-96916 64307,NOT AVAILABLE,"Health, NRM, water, women empowerment, child development, rural development."
Agriculture Help Society,"36, Jaora Compound, II Floor",Indore,mdshinde@agrihelpcentre.com,91-731-4091829,91-97552 26384,NOT AVAILABLE,Development releted to agriculture.
Adivasi Sangathan,"Dedali B, Gandhawani Dhar",Dhar,sukhlal_sisodiya@redifmail.com,,,NOT AVAILABLE,Tribal welfare.
Aham Bhumika Swayam Sevi Sanstha,"458-B Sector, Sarvadharam Colony, Kolar Road",Bhopal,ahambhumika@yahoo.com,,91-98264 72718,NOT AVAILABLE,"Education, health, enviornment, child rights."
Advance Generation Education & Welfare Society,"Gupta Namkeen Bhandar, Near Bus Stand, Biaora",Rajgarh,advancegeneration@gmail.com,91-7374-23001,,NOT AVAILABLE,
Advance Information Managment Society,"40, Dhanvantari Marg, Freeganj",Ujjain,aims4541@yahoo.com,91-734-6992138,91-94250 91380,NOT AVAILABLE,Social activities
Adwet Jan Utkarsh Evam Jankalyan Samiti,"Infront of District Collectorate Office, Morena",Morena,jitendra.sharma46@gmail.com,,91-94251 26544,NOT AVAILABLE,Development with social justice.
Advanced Research on Overall Welfare Society,"104, Mahindra Township, Phase-I",Bhopal,arowindia@gmail.com,91-755-6991912,,NOT AVAILABLE,Social Overall Welfare
AHAM,"Shree Rang Apartment, Indore",Indore,bhagwatmakrand@gmail.com,91-731-2539661,,NOT AVAILABLE,Social development
Aim Educational & Welfare Society,"16-Jan, Chhipa Bakhal",Indore,m.com.edu@gmail.com,91-731-2450507,,NOT AVAILABLE,Spread awareness.
AISECT – All India Society for Electronics & Computer Technology,"Scope Campus, NH-12, Nr. Misrod",Bhopal,aisect_bpl@sancharnet.in,91-755-2499657,,NOT AVAILABLE,ICT for education and development.
Aide ET Action North India Bureau,"E-7/727, Arera Colony",Bhopal,aeahpl@sancharnet.in,"91-755-272060, 91-755-428318",,NOT AVAILABLE,Education
Ajeevika Vyavsay Paramarsh Kendra,"Near Of Trisul Wale Baba, Pachmari Road, Pipariya",Hoshangabad,ajeevika_vyapak@rediffmail.com,NOT AVAILABLE,94796 90900,0757 6224760,"Awareness Generation, Community Development, Development (General), Distance Learning, Education, Employment, Environment, Gender, Group Promotion, Information And Communications Technology, Livelihood, Local Self Governance (Panchayati Raj), Rural Development, Sanitation, Self Help Groups, Women’S Issues."
Ajay Smriti Siksha Samiti,"Chirahula Colony, Rewa",Rewa,ajaymemorialschool@gmail.com,91-766-2651664,91-99778 64172,NOT AVAILABLE,Social welfare with educational development.
Akshayjoot Education & Welfare Society,"S-3, K.S.P. Colony, Saraswati Nagar",Bhopal,ajay_urkude@rediffmail.com,,91-98260 26323,NOT AVAILABLE,Social work
Al Noor Education and Welfare Society,"43, 1, Al Noor Mobile Point, Lohar Mandi Road, Pala Bazar, Burhanpur",Burhanpur,alnooreducationandmedical@gmail.com,NOT AVAILABLE,"43, 1, Al Noor Mobile Point, Lohar Mandi Road, Pala Bazar, Burhanpur",07325-253635,"Education, General – Social Welfare, Health, Medical Relief, Minorities, Pollution, Science and Technology Our Ngo Take Care Of Poor Children and Women. Pay Fees For Education Of Poor Children and Also Provide Free Medical Camp For Them In Which Treatment and Medicines Are Also Provided Free To Them We Also Help Widows and Provide Food and Medicines To The Children Who Are Suffering Because Of Deficiency Try To Stop Killing Baby Girl In The Womb and Trying To Maintain Peace and Unity In The Society."
Al-Faheem Education Society,"58-59, J, Loha Gate Chandan Nagar, Dhar Road",Indore,alhirapublicschool@yahoo.com,"91-731-2786201, 91-731-2786416",91-98260 94360,NOT AVAILABLE,Human empowerment
Al-Rasheed Muslim Charitable Maternity Research & Welfare Society Samiti,"3, Chowki Imam Bada, Noor Mahal Road",Bholpal,alrasheedhosp@gmail.com,91-755-4289572,,NOT AVAILABLE,Treatment of poor people espesciality in pedia and obs gyn.
Aham Welfare Society,"G 6, Shrirang Appartment, 31, Nagar Nigam Road",Indore,ahamwelfare@gmail.com,91-731-2539661,"91-94250 59661, 91-98275 20783",NOT AVAILABLE,Social welfare.
All Handy Craft Society,"41, Rajeve Nagar, Semra Kala",Bhopal,uday_singh55@yahoo.com,91-755-4253327,,NOT AVAILABLE,Public Welfare.
Alfred Wagener Advanced Research & Development Society,"285/9A, Saket Nagar",Bhopal,naikayaz@yahoo.co.in,,91-94253 78042,NOT AVAILABLE,Research and development.
Ajei Jan Utthan Seva Samiti,Katni,Katni,manish3583@yahoo.com,91-762-2409008,"91-93034 34258, 91-97520 12009, 91-93009 04365",NOT AVAILABLE,Social service
Alfred Wegener Advanced Research & Development Society,"285/9A, Saket Nagar",Bhopal,naikayaz@yahoo.co.in,,91-94253 78042,NOT AVAILABLE,Research and developement.
All Professional & Education Welfare Society,"148, Orbit Mall, Vijay Nagar, A.B Road",Indore,jsmsahu@in.com,91-731-4037041,,NOT AVAILABLE,
All People’s Development & Welfare Society,"B 92, A Sector, Vidya Nagar",Bhopal,apdws2003@gmail.com,91-755-2418889,,NOT AVAILABLE,Health promotion and social development.
All India Consumer Protection Organisation,"G-1, Narmada Colony, Jhinjhari",Katni,aicpo.india@gmail.com,,91-94251 53015,NOT AVAILABLE,make people aware of their rights as cunsumer and India citizen.
Alma Infromation Technology NGO,"18-Mar, Clarck Colony",Indore,india@alma.in,91-731-2572870,,NOT AVAILABLE,Computer education.
AHBIVYAKTI,"778, Nyay Nagar",Indore,yuvghosh@gmail.com,91-731-2802350,,NOT AVAILABLE,Education.
Amol Yuva Mandal,"1, Near Mihani Puram Bandhav, Garh Colony",Satna,amolyuvamandal@gmail.com,91-766-2405858,91-98938 14131,NOT AVAILABLE,"Education, health, NRM, water, women empowerment."
Amritanwesha Development Actions India,"1st Floor, Prime Tower, Nayapura, Lalghati",Bhopal,amritanwesha@gmail.com,91-755-2660258,91-94250 10494,NOT AVAILABLE,The quest for betterment in all aspects of life and to reach the unreached.
Ambica Shiksha Samaj Kalyan Samiti,"G-3, Sterling Enclave-1, Shahpura",Bhopal,ambica.ngo@indiatimes.com,91-755-4295681,"91-98930 67055, 91-9826 241581",NOT AVAILABLE,"Environment, global warming, women, child and overall rural development."
Anadi Gotmeshwar Mahadev Parmarth Samiti,"12-Jan, Yaswant Niwas",Ujjain,ravind29@gmail.com,,91-98270 61756,NOT AVAILABLE,To serve people of the society.
AHUM,"G-4 Shree Rang Aparment, 31 Nagar Nigam Road",Indore,creationab@gmail.com,91-731-2539661,,NOT AVAILABLE,
Anant Samajik Sahayata Seva Samiti,"50, Labor Colony, Bhel Gate No.1, Indrapuri",Bhopal,chandankumar1000@yahoo.co.in,,"91-93035 46476, 91-99817 63289",NOT AVAILABLE,Samaj seva
Amyrah Welfare Society,"T-302, Millinnium Goldy Apartment, Behind RK Tower, Beside Wali Masjid Koh-E-Fiza",Bhopal,ngo.amyrah@gmail.com,NOT AVAILABLE,92292 29123,0755-4058123,Social Work.
Anand Service Society,"Ek 133 Scheme, 54, Vijay Nagar",Indore,anandservicesociety@yahoo.co.in,91-731-4061551,,NOT AVAILABLE,Working for deaf.
All India Women’s Conference,"E 5/9, Arera Colony",Bhopal,,91-755-463885,,NOT AVAILABLE,"Human Rights, Women’s issues"
Alok Aastha Lok Kalyan Samiti,"265 – A, Sarvadharma, Kolar Road",Bhopal,goyalkamal@rediffmail.com,,91-98930 55309,NOT AVAILABLE,"Save water, environment, promotional of biofuel and jetropha cultivation."
Ananya Welfare Society,"14 Mana, Budni",Sehore,sunil.bathri@gmail.com,NOT AVAILABLE,98269 91590,,"Community Development, Education, Employment, Energy, Environment, Health, Hiv Aids, Information and Communications Technology, Rural Development, Social Awareness."
Anoothy Social Welfare Society,"M-21, Sharda Nagar, Lambakheda, Berasia Road",Bhopal,anoothy_org@yahoo.in,,91-92001 30676,NOT AVAILABLE,
Anshu Society for Social Welfare,"M-150, Madhav Nagar",Gwalior,ngo.anshusociety@gmail.com,91-751-2623802,,NOT AVAILABLE,"Development of education in weaker section of the society, grant legal, moral, add to widows, handic."
Anunnaki Seva and Vikas Samiti,"S78, I Singapur Township",Indore,deepaksharma1987@ymail.com,NOT AVAILABLE,97534 24438,,"Animal Health, Animal Welfare, Awareness Generation, General – Social Welfare, Health, Human Development, Population, Rural Development, Social Awareness, Water, Women Development/Welfare Cleen India."
Antardrashti Kalyan Samiti,"Near Central Bank, Gopalganj",Sagar,thakurbrajesh11@gmail.com,NOT AVAILABLE,"91791 31506, 93298 31066",,Sanitation.
Anubhuti Samaj Kalyan Vikas Samiti,"189, Tilak Nagar Extn",Indore,anubhuti.samiti@gmail.com,,91-93024 14752,NOT AVAILABLE,
Anusuchit Jati Jan Jati Vikas Mandal Khurmundi,"Baihar, Blaghat",Blaghat,,,91-94073 09092,NOT AVAILABLE,Development of SC and ST cast.
Angels Social Development & Research Association,"202, Simran Homes, 36, Govind Garden, Govindpura",Bhopal,anand@angelssdra.org,NOT AVAILABLE,99933 59874,0755-4228378,"Management, Water, Women Development/Welfare, Women’S Issues, Youth. Awareness And Prevention Of Child Sexual Abuse."
Anusuya Prasad Vaidya Vikas Samiti,"Behind Agrawal Nursing Home, 12/238, Khutehi",Rewa,anusuya.pd.dev.society@gmail.com,91-7662-256284,91-98265 35137,NOT AVAILABLE,"Education, women empowerment, community health, child development, environment protection."
Aparajita Sarva Vikas Evam Anusandhan Sanstha,"2708, Indra Villa, Near Gopal Hotel, Siddhbaba Ward",Jabalpur,aparajitasvs@gmail.com,,"91-93020 63013, 91-93013 41359",NOT AVAILABLE,
Anusuchit Jati Vikas Evam Kalyan Samiti,"Ward-6, Gas Dava Adalat, Opp. Taj Mahal Shahjanabaad, Bhopal",Bhopal,mapscastdews@gmail.com,NOT AVAILABLE,"94256 81385, 94244 85736, 94244 94417",,Social Work
Arogya Kendra,"One Tree Hill, Sant Hirda Ram Nagar, Bairagarh",Bhopal,jeevsewa@bom2.vsnl.net.in,"91-755-2522572, 91-755-2522389",,NOT AVAILABLE,"Health, Training"
AROW – Advanced Research on Overall Welfare,"103, Mahindra Township, Phase-II, E-8",Bhopal,arow.rakesh@gmail.com,91-755-4091729,,NOT AVAILABLE,"Rural development, case study, analysis, editing, training programmes."
ARANYA,"LG – I Kanak Apartments, Plot No. 218",Bhopal,archana@bom6.vsnl.net.in,91-755-2277004,,NOT AVAILABLE,"Agriculture, Environment, Forestry, Rural Development, Water"
Arunodaya Sarveshwari Lok Kalyan Samiti,"EWS 117, Indira Nagar Agar Road",Ujjain,arunodaya_94@ yahoo.co.in,91-734-2575033,,NOT AVAILABLE,
Arpit Samaj Seva Samiti,"Shanti Nagar Colony, Chhatarpur",Chhatarpur,dubeyankit82@yahoo.in,,91-99262 18174,NOT AVAILABLE,Social welfare.
Arushi Education & Cheritable Society,"223, Zone, 2, MP Nagar",Bhopal,yskaurav@gmail.com,91-755-554437,,NOT AVAILABLE,Social service.
Aryavart Manav Vikas Avam Kalyan Samiti,"Narendra Nagar, Rewa",Rewa,aryavartrewa@yahoo.co.in,,91-93028 10508,NOT AVAILABLE,Human development and welfare
Angels Group Nourishing Ethos,"317 C, Block Vashundhara, Surendra Place",Bhopal,angels.group2008@gmail.com,,91-99931 74768,NOT AVAILABLE,Education development
Anupama Samaj Kalyan Samiti,"Sirmour Chouraha, Rewa",Rewa,support@sankalpsamajkalyansamiti.com,,91-93334 21103,NOT AVAILABLE,All
Ascent Education and Skill Development Society,"Secto-A, E-5, Ekta Apartment, Sarvdharma Kolar",Bhopal,ascentskillsedu22@gmail.com,NOT AVAILABLE,99078 70787,,"Women Development/Welfare, Women’S Issues Skill developement."
ASA – Action for Social Advancement,"E-5/A, Girish Kunj, Above State Bank of Indore",Bhopal,asa@asabhopal.org,"91-755-2427369, 91-755-4057925",,NOT AVAILABLE,Ensuring livelihood with equity & dignity.
Aryavarat Development Foundation,"Dali Baba, Panjabi Colony",Satna,info.adf16@gmail.com,NOT AVAILABLE,"70495 21512, 97700 96097",07672-401091,"Education, Human Development."
Ashirvad Seva Evam Jankalyan Samiti,"A-9, Alkapuri, Saket Nagar",Bhopal,saradadasngo@gmail.com,NOT AVAILABLE,,0755-4225884,"Education, Environment, Labour, Legal Awareness, Natural Resource Management, Rural Development, Training."
Animal Welfare Society,"TF-12, Alaknada Complex, MP Nagar, Zone 1",Bhopal,godesigndoctor@gmail.com,NOT AVAILABLE,99930 20485,,"Animal Health, Animal Welfare."
Asra Samjik Lok Kalyan Samiti,"26, Badridham Nagar",Dewas,asra@asrango.org,NOT AVAILABLE,94253 06366,,"Art and Craft, Community Development, Education, Employment, Environment, Health, Hiv/Aids, Rural Development, Sanitation, Self Help Groups, Sex Workers Welfare, Yoga."
Asman Foundation the Sky,"Hanuman Gadhi, Harish Tiwari",Datia,harish_tiwari26@yahoo.com,,91-94254 82847,NOT AVAILABLE,Seriving for needy people.
Asha Niketan Hospital & Rehabilitation Centre,"E-6, Arera Colony",Bhopal,anhospital@sify.com,91-755-2563546,,NOT AVAILABLE,
ASIDEM – Active Society for Integrated Development & Management,"D 32, MIG D Sector, Ayodhya Nagar",Bhopal,asidem_org@yahoo.in,91-755-2689112,,NOT AVAILABLE,"Envision for sustainable development of poor through preservation, conservation and development."
Asiyana Sanskar Samiti,"F-23, Sainik Society, Shakti Nager",Jabalpur,asiyanasanskarsamiti@gmail.com,91-761-2426670,,NOT AVAILABLE,"Water conservation, tree plantation, anti drug addiction program, aids awareness etc."
Astha And Sanskar Society Technical Education Development,"Common Service Center, Adarsh Colony, In Front Of Pwd Office Majhgawan",Satna,cscmajhgawan@gmail.com,NOT AVAILABLE,94258 86251,0767-0263280,Social Work.
ASTITVA,"Ward 11, Lahar",Bhind,spurohit.1082@rediffmail.com,,91-93296 78892,NOT AVAILABLE,Save globe
Attribute Education Society,"Shankar Bhawan, Near Indira Gandhi Pratima, Free Ganj",Ujjain,abcsaindia@gmail.com,91-734-4061926,91-90395 15869,NOT AVAILABLE,To spread education in India
Astha Jan Chetna Society,"Near PGBT College, Bhopal",Bhopal,douglas@sancharnet.in,"91-755-2733968, 91-755-2730702",91-98932 66945,NOT AVAILABLE,"Educational, social, cultural, religious."
AWARDS – Action for Welfare Research & Development Society,"56-A, Phase II, Fine Avenue, Nayapura, Kolar Road",Bhopal,awardsindia.org@gmail.com,91-755-3245309,"91-88781 62849, 91-93027 49675",NOT AVAILABLE,"Basic rights, women empowerment, health, promotion of traditional medicines and organic farming."
Athak Prayas Takniki Shikshan Prashikshan Samiti,"3/2, Ganesh Vatika, Ankpat Marg",Ujjain,athakprayas@gmail.com,NOT AVAILABLE,96444 50777,,"Anti Drug Campaign, Awareness Generation, Ayurveda, Cancer Patients Help, Corporate Social Responsibility, Food And Nutrition, Grants/Aids, Health, Herbal Medicine, Medical Relief, Youth."
Ayurvedic Avam Unani Gupt Rog Chikitsak Association Samiti,"1, Imtiaz Building, Hamidia Road",Bhopal,drsameer01@gmail.com,NOT AVAILABLE,98270 03531,0755-40553,"Anti Drug Campaign, Cancer Patients Help, Health, Herbal Medicine, Hiv/Aids, Human Development, Medical Relief, Mentally Handicapped Persons, Sex Workers Welfare."
Axis Health Care NGO,"B 5/40 Subhaspuri, Ghasmandi",Gwalior,axis.hc@gmail.com,91-751-4012551,91-96699 53140,NOT AVAILABLE,
Baba Sarkar Group India,"178, Radio Colony",Indore,babasarkar_group@yahoo.com,91-731-2702575,,NOT AVAILABLE,Charitable and social activities.
Backbone Foundation,"859-H, Sch No. 114-I",Indore,v_ashokklal@yahoo.com,91-731-32562,,NOT AVAILABLE,Society development
Azad Viklang Kalyan Samiti,Maghanagar,Jhabua,avks.ngo2012@gmail.com,NOT AVAILABLE,"98278 27312, 80856 46965",,"Advocacy On Social Issues, Agriculture, Animal Health, Animal Welfare, Awareness Generation, Cancer Patients Help, Child Labour, Child Rights, Child Welfare, Community Development, Disability, Food And Nutrition, Health, Hiv/Aids, Human Development, Human Rights, Old Aged Welfare, Rural Development Vision Envision A Society Wherein Equality And Justice Are Extended To Every Person With Disabilities And Avail Life With Dignity And Immense Opportunity For Prosperity."
Avdharna Samiti,"Avdharna Samiti, 62-3, Manoramaganj",Indore,avdharna@gmail.com,NOT AVAILABLE,99819 99999,0731-2498794,"Awareness Generation, Child Labour, Distance Learning, Fair Trade, Forest Management, Forestry, Wildlife."
Bageshvaree Shiksha Vikas Samiti,"60, Patraker Coloney, Link Road No.3",Bhopal,shiv_kumar869@yahoo.com,,91-98263 18594,NOT AVAILABLE,Better education and better life.
Bagli Smaj Kalyan Samiti,"Bagli, Bhagli",Dewas,vinay.b0thra@yahoo.co.in,91-7271-275661,,NOT AVAILABLE,Education development.
Atal Foundation,"289-90-A, Srinagar Extn.",Indore,atalfoundation@yahoo.com,,91-94253 16323,NOT AVAILABLE,Public charitable.
Baba Bhukar Das Sansthan,"355/5, New Harsud",New Harsud,y.aachal@gmail.com,91-7327-201717,,NOT AVAILABLE,Head
BAIF Development Research Foundation,"Surabhi Lalalajpat Rai Society, E7/65, Arera Colony",Bhopal,baifmp@sify.com,"91-755-2592325, 91-755-2428619",,NOT AVAILABLE,
Badkhera Jan Chetana Samaj Sevi Samiti,"Badkhera, Neemkheda, Bahoriband",Katni,ssarjuprasad@gmail.com,NOT AVAILABLE,98934 51504,,Social Work.
Baihar Nari Utthan Sewa Mahila Mandal,"Compounder Tola, Ward No. 5, Baihar",Balaghat,nari_utthanbhr@redifmail.com,91-7636-256591,,NOT AVAILABLE,To make the empowerment of women.
Bal Mahila Vikas Samiti,"9-C, M.P. Nagar, Near Jiwaji Club",Gwalior,vama1988@rediffmail.com,91-751-2457438,,NOT AVAILABLE,
Baha’I Vocational Institute for Rural Women,"Baha’i Vocational Institute for Rural Women, 180, Bhamori",Indore,bvirw@sancharnet.in,91-731-2554066,,NOT AVAILABLE,"Disadvantaged communities, Education, Environment, Forestry, Health, Media, Science and Technology, Water, Women’s issues"
Bagli Sikhan Samaj Kalyan Samiti,"Bagli, Dewas",Dewas,Sharda.bothra @yaho.co.in,,91-99264 78884,NOT AVAILABLE,Fund for social work.
Banjar Gramin Vikas Evam Shiksha Samiti,"Hanuman Chowk, Korja Majgaon, Baihar",Balaghat,bgvss.korja@rediffmail.com,NOT AVAILABLE,96305 14038,07636-291005,"Agriculture, Animal Health, Anti Drug Campaign, Cancer Patients Help, Child Labour, Child Rights, Child Welfare, Community Development, Disability, Distance Learning, E-Governance, Education, Environment, Forest Management, Hiv Aids, Human Development, Human Rights, Livelihood, Local Self Governance (Panchayati Raj), Ngo Management, Old Aged Welfare, Orphanage, Physically Disabled, Plantation, Rural Development, Self Help Groups, Training, Tribal Development, Volunteers, Women Development Welfare, Women’S Issues Human Welfare Work."
