Basundhara Foundation,"Ghoramara, Chariali, Beltola, Borsojai, Guwahati",Kamrup Metropolitan,basundharainfo@gmail.com,NOT AVAILABLE,95770 79366,,Social Work.
BARAKJYOTI,Silchar,Silchar,chak_shivam100@rediffmail.com,NOT AVAILABLE,91-94353 72874,,"Education, health."
Bahukhi Krishi Aru Samaj Kalyan Samity,"Chota Rupahi, (Noor Nagar)",Nagaon,nacbkass@gmail.com,NOT AVAILABLE,94350 61929,,"Cultural Issues, Disability, Disaster Management, Distance Learning, E-Governance, E-Learning, Education, Employment, Food And Nutrition, Gender, General – Social Welfare, Grants/Aids, Hiv/Aids, Installation Of Borewells, Labour, Legal Awareness, Library, Local Administration, Local Self Governance (Panchayati Raj), Ngo Management."
Barak Velley Welfare Development Society,"Ram Krishna Mission Road, Silchar",Cachar,barakvalleyngo@gmail.com,NOT AVAILABLE,94350 72276,03842-267981,"Art and Culture, Awareness Generation, Child Labour, Child Rights, Child Welfare, Cultural Heritage. Development (General), Disability, Environment, Forest Management, General – Social Welfare."
Bodo Sahitya Sobha,"9 B, Hagjer Bhawan, Sub-Office of the Bodo",Guwahati,,NOT AVAILABLE,,91-361-2564798,Art and culture
Bodoland Institutional And Research Society,Gossaigaon,Kokrajhar,mushaharysusan@gmail.com,NOT AVAILABLE,73994 31984,,"Adolescent Girls Welfare, Advocacy On Social Issues, Art And Culture, Child Labour, Child Rights, Child Welfare, Climate Change, Community Development, E-Learning, Labour, Livelihood, Local Self Governance (Panchayati Raj), Plantation, Pollution, Social Awareness, Sustainable Development, Trafficking Of Women, Tribal Development, Tribal Issues, Urban Development, Wildlife, Women Development/Welfare, Women’S Issues, Youth."
Border Welfare Society,"Harinagar, Rajartilla, Silchar",Cachar,borderwelfare@gmail.com,NOT AVAILABLE,87529 98510,,Social Work
Backward & Social Development Trust,"2, Panigaon, Charikhuti",Nagaon,bsdt_2001@yahoo.co.in,NOT AVAILABLE,91-98545 20579,,Suggestion and financial support
Bogarihati Rastra Bhasha Maha Vidyalaya,"Bogorihati, Nalbari",Nalbari,bogarirvm@yahoo.co.in,NOT AVAILABLE,91-98649 35169,,
Brahmaputra Valley Socio Economic Development Organisation,Balijan,Sonitpur,ngobvsedo@gmail.com,NOT AVAILABLE,98597 32664,,"Agriculture, Animal Welfare, Art And Craft, Art And Culture, Awareness Generation, Child Labour, Cultural Issues, Grants Aids, Medical Relief, Rural Development, Self Help Groups, Social Awareness, Society And Economy, Wildlife, Women Development Welfare, Youth."
Bengerbhita Shomach Kollyan Society,"4, Near M.E., L.P. School, Benger Bhita, Kalapani",Dhubri,bengerbhitashomachkollyansocie@gmail.com,NOT AVAILABLE,"96136 12695, 96781 27643",,"Agriculture, Blindness, Cancer Patients Help, Child Welfare, Community Development, Development (General), Disability, Disaster Management, Education, Environment, Health, Hiv/Aids, Infrastructure, Installation Of Borewells, Irrigation, Local Administration, Local Self Governance (Panchayati Raj), Ngo Management, Old Aged Welfare, Peace, Poverty, Rural Development, Sanitation, Society And Economy, Right To Information, Women Development/Welfare, Women’S Issues, Youth."
Center for Social Change & Development,"30, Opp. Ajanta Path, Beltola Survey Opposite",Guwahati,cscd03@rediffmail.com,NOT AVAILABLE,,91-361-2229153,For development work related.
Centre for Development Action & Appropriate Technology,"K.K. Path, Near SDO (Civil) Office",Sonitpur,cadat@rediffmail.com,NOT AVAILABLE,,91-3715-222668,"Agriculture, development (general), economics and finance, education, environment, health, information and communications technology, livelihood, micro-enterprises, poverty, rural development, sustainable development, training, tribal issues."
Centre for Disaster Management,"Tezpur University, Tezpur",Tezpur,agnigarh@tezu.ernet.in,NOT AVAILABLE,,"91-3712-20516, 91-3712-21539",Disaster management
Centre for Environment Education North-Eastern Regional Cell,"K.K. Bhatta Road, Chenikuthi",Guwahati,ceeghy@sancharnet.in,NOT AVAILABLE,,"91-361-2516382, 91-361-2514914",Environment
Centre For Film Culture,"2 Udayachal Path, Christian Basti",Guwahati,cfcAssam@gmail.com,NOT AVAILABLE,94351 93663,,"Art And Craft, Art And Culture, Cultural Heritage., Cultural Issues, Distance Learning, Economics And Finance, Grants/Aids, Indigenous Knowledge, Media Cinema Studies."
Bhuvan Communication,"18, Tarali Path, Opp. of Sankardave Kalaasatra, Six Mile",Guwahati,bhuvancommunication@gmail.com,NOT AVAILABLE,91-98644 33668,91-361-250878,Development art from northeast India.
Cachar Cancer Hospital Society,"Meherpur, Silchar",Silchar,,NOT AVAILABLE,,91-3842-235135,"Cancer treatment, prevention, palliation and research"
Centre of Innovation in Governance & Public Administration,"Chachal, Chilarai Path",Guwahati,cigpa@rediffmail.com,NOT AVAILABLE,,91-361-2335103,"Good governance, local governance."
Cachar Youth Association,"Berenga-II, Silchar",Silchar,cacharyouth@gmail.com,NOT AVAILABLE,,91-96128 98780,Development & Social welfare of the society.
Chapar Rural & Urban Development,"Dhirghat, Chapar",Dhubri,crungo@gmail.com,NOT AVAILABLE,"98599 06935, 84868 54122, 91264 80037",,"Advocacy On Social Issues, Agriculture, Health, Industry, Legal Awareness, Medical Relief, Orphanage, Plantation, Public Administration, Self Help Groups, Social Awareness, Right To Information."
Centre for Human & Natural Resource Development,"Hunowali Path, Vijay Nagar, Doomdooma",Tinsukia,chnrdindia@yahoo.co.in,NOT AVAILABLE,91-94351 19275,,Official consultancy
Chira Sabuj,"Netaji Subhas Avenue, Silchar",Silchar,,NOT AVAILABLE,,91-3842-220797,"Child welfare, disadvantaged communities, education, environment, forestry, health, human rights, women’s issues."
Clean Environmental Organisation,Batarhat,Kamrup,naren.maheswari@gmail.com,NOT AVAILABLE,90858 58558,,Social Work.
Centre for North East Studies & Policy Research,"9, Illashree",Guwahati,arjrt@yahoo.com,NOT AVAILABLE,,91-361-2463962,Community health & developmet.
Centre For Minority Research & Development,"Near Joyen Bazar, Howly",Barpeta,sofiur@gmail.com,NOT AVAILABLE,87539 77999,,"Community Development, Development (General), Education, Research."
Club Jago Tarun,"Nischintapur-II, Monacherra",Hailakandi,club.jagotarun@rediffmail.com,NOT AVAILABLE,97072 78516,03844-286455,Social Work
COLOURS,"Shoppers Point, New Balibat",Jorhat,satnamgroups@gmail.com,NOT AVAILABLE,,91-376-2300049,Social cultural activities.
Conservation & Research Of Bio-Diversity & Environment,"Manpara, Ganeshpara, A K Dev Road, Fatasil Ambari",Guwahati,corbiengo@gmail.com,NOT AVAILABLE,99540 99920,0361-2736618,"Animal Health, Animal Welfare, Awareness Generation, Climate Change, Environment, Forest Management, Forestry, Natural Resource Management, Plantation, Pollution, Research"
Consumers Legal Protection Forum,"8, Jyoti Path, Ambikagiri Nagar, AIDC",Guwahati,ajay_hazarika08@rediffmail.com,NOT AVAILABLE,"91-98541 69491, 91-98546 39321",,Help and aware the consumer for their rights.
Confidence Rural and Urban Development Society,Paharpur,Barpeta,confidencefoundationindia@gmal.com,NOT AVAILABLE,94359 04835,,"Development/Welfare, Youth Innovationworkshop, Educational Workshop."
Chilarai Krishi Bikash Samiti,"Tarun Ram Phukan Road, Dhuburi",Dhuburi,ckbs115@gmail.com,NOT AVAILABLE,91-98645 68410,,Socio-economic development.Grants as well as to work with the renowned ngos.
Council for Education Research & Development,Jorhat,Jorhat,d_likhok@yahoo.com,NOT AVAILABLE,91-98642 52840,,For imparting education.
Common Good,"Uttar Bor Pukhuri, Kabirali, Kalaigaon, Near Masjid",Udalguri,mridulhaque786@gmail.com,NOT AVAILABLE,94350 19398,,"Agriculture, Animal Health, Animal Welfare, Anti Drug Campaign, Awareness Generation, Community Development, Cow Protection Centre (Goushala), Cultural Issues, Environment, Local Self Governance (Panchayati Raj), Public Administration, Youth."
DE-Novo,"M. Azad Road, Ward-14",Nagaon,denovonagaon@gmail.com,NOT AVAILABLE,97060 53340,,"Adolescent Girls Welfare, Art And Craft, Art And Culture, Child Labour, Child Rights, Child Welfare, Environment, General – Social Welfare, Hiv/Aids, Old Aged Welfare, Social Awareness."
DEWDROP,Morigoan,Morigoan,dewdrop47@yahoo.co.in,NOT AVAILABLE,,91-98544 70383,Rural development.
Bright Star Club and Library,Jahurpam,Jahurpam,brightstarclub@gmail.com,NOT AVAILABLE,96787 35797,,Social Work.
CRUSADE – Centre for Rural Socio-Economic Awareness & Rural Development,"Jhoragul, Cachar",Cachar,crusadeofcachar@gmail.com,NOT AVAILABLE,,91-3842-216893,Social service
Datacom Education Society,"Dwarandha, Sixmile, 94, Khanapara, Dispur",Guwahati,datacom.education.society@gmail.com,NOT AVAILABLE,91-98640 32319,91-361-2333932,To provide education to poor and needy people.
Dhansiri Jagaran Multipurpose Society,"Sarupather Town, Golaghat",Golaghat,pranjal.hndqe@rediff.com,NOT AVAILABLE,91-94353 97399,,Social work
DREESTEE,"Jajiabari, Nankarbhaira",Nalbari,dreestee_assam@rediffmail.com,NOT AVAILABLE,91-98645 96688,,
Don Bosco Youth Mission & Educational Services,"Don Bosco Institute, Guwahati",Guwahati,info@dbi.org.in,NOT AVAILABLE,,91-361-2608454,
Early Birds,"26, Surujmukhi, Silpukhuri",Guwahati,,NOT AVAILABLE,,"91-361-2546353, 91-361-2550158","Environment, forestry."
DRPHDA – Dhula Regional Physically Handicapped Development Association,"Hirapara, Dhula",Darrang,drphda_@yahoo.com,NOT AVAILABLE,91-98540 64668,91-3713-291832,"Women empowerment child right, disabled rights."
Disha Ngo,Bhangabazar,Karimganj,mahbub0901@gmail.com,NOT AVAILABLE,"98597 42096, 94018 65021",,Social Work.
Eco Systems,"2 D, Nirvana Enclave",India,mail@ecosystems-india.org,NOT AVAILABLE,91-94350 16248,,Conservation of biodiversity
Equinox Musical Society,"10311, Opposite to Utc, Umrongso",Dima Hasao,equinox_musical_society@outlook.com,NOT AVAILABLE,94010 71181,,"Human Development, Human Rights, Industry, Local Administration, Medical Relief, Peace, Pollution, Poverty, Rural Development, Self Help Groups, Right To Information, Tribal Development, Tribal Issues, Volunteers, Waste Management, Water."
Ema Socio Welfare Society,"5, Ayoudhya Path, Near DPII",Guwahati,sinhasanjibsurveyor@gmail.com,NOT AVAILABLE,91-94351 05340,91-361-2383099,Social development.
FARMER – Fellowship for Agri-Resource Management & Entrepreneurship Research,"19, Rajghar Road, B/h J.R. Medicos, Chandmari",Guwahati,drmonjul@gmail.com,NOT AVAILABLE,91-98640 90541,91-361-2461593,
FEROS,Guwahati,Guwahati,abu_mustaq2006@yahoo.com,NOT AVAILABLE,,91-3663-289055,To do some social work.
Environmental Research & Evaluation Centre,"MPG Complex, R-2",Guwahati,mpguw2@rediffmail.com,NOT AVAILABLE,,"91-361-2525437, 91-98640 66613","Environmental research and awareness to public, evaluation of various projects relation to environmen."
Doboka Samajik Unnayan Parishad,"Hussain Nagar, Thana Road, Doboka Town, Ward 6",Nagaon,ekramhus@yahoo.com,NOT AVAILABLE,91-98648 81426,,To serve the disadvantaged group of society.
FRENS – Friend for Rural Empowerment Society,"P.O. Box 18, Huonveng, Haflong, N.C. Hills",N.C. Hills,johanan_frens@rediffmail.com,NOT AVAILABLE,91-99570 00831,91-3673-236702,"Education, women empowerment, rural development, micro finance, awareness, HIV/AIDS."
Fungkha The Source,"Mudaibari, Chenialpara, Btad",Udalguri,dbaro73@gmail.com,NOT AVAILABLE,91-98647 41187,,"Socio, economic & educational upliftment."
Choudhury Sahara Samity,"Kawaimari, Haibargaon",Nagaon,sahara.samity@gmail.com,NOT AVAILABLE,94359 24890,03672-214309,"Agriculture, Animal Health, Animal Welfare, Art And Culture, Awareness Generation, Child Labour, Child Welfare, Disaster Management, Education, Employment, Food And Nutrition, General – Social Welfare, Grants/Aids, Human Development, Industry, Old Aged Welfare, Rural Development, Science And Technology, Self Help Groups, Training, Women Development/Welfare, Youth Running Project"
Ganabigyan Sangstha,"Queens Mansion, 3rd Floor",Silchar,ganabigyan_uttam@rediffmail.com,NOT AVAILABLE,,91-3842-212121,"Anti superstition, public health and environment pollution."
Friendship For Animal,"Pubtharia, Kaliabor",Nagaon,friendshipforanimal@yahoo.in,NOT AVAILABLE,80110 11568,,"Agriculture, Animal Health, Animal Welfare, Awareness Generation, Disaster Management, Environment, Forestry, Wildlife."
Folk Culture Research Centre of North East India,"SM Road, Nagaon",Nagaon,dibya.anna@gmail.com,NOT AVAILABLE,"91-99577 67583, 91-99906 66293",,Preservation of folk culture.
Goal Society (Happiness Of Life),"11, Bhetapara, Bidyamandir Path, Bylane-Suruj Nagar, Beltola",Guwahati,chandu4668@gmail.com,NOT AVAILABLE,"78965 02531, 76629 74485",,Social Work.
GOAL – Global Organisation for Amity & Liberality,"Phukan Nagar, Dergaon",Golaghat,globalorganisation@yahoo.co.in,NOT AVAILABLE,,91-94355 25708,Socio economic development.
Golden Star Club,"Chaulkhowa, Lahoal Dibrugarh",Dibrugarh,riaz786010@gmail.com,NOT AVAILABLE,"90859 99235, 78965 90408",,Youth Education And Health Purpose.
Golden Dream Society,"Bilasipara, ward-3, Ananda Nagar, Bilasipara",Dhubri,goldendreamsocietyngo@gmail.com,NOT AVAILABLE,84868 59282,,Rural Development Women Development/Welfare.
GHAROA,"Dts Hill, Lumding",Nagoan,gharoa_ngo91@hotmail.com,NOT AVAILABLE,,91-3674-263222,Concerned for promotion of health and conservation of environment.
Gen Next,"Narakasur, Kahilipara",Kamrup,jaan1111087@yahoo.co.in,NOT AVAILABLE,91-96132 81026,,
Gramin Development Society,"Fekamari, South Salmara, Hatsingimari",Dhubri Hatsingimari,gdsofindia@gmail.com,NOT AVAILABLE,70866 91263,,"Agriculture, Anti Drug Campaign, Art And Craft, Art And Culture, Awareness Generation, Child Labour, Climate Change, Community Development, Corporate Social Responsibility."
Gramin Vikas Parishad,"Mangala Nagar, 2nd Colony",Darrang,,NOT AVAILABLE,,91-3713-222438,"Rural development, women’s issues."
Gram Vikas Parishad,"Rangaloo, Jumarmur",Nagaon,sirajuddin_79@hotmail.com,NOT AVAILABLE,91-94350 60538,,Social development.
Gramin Vikash Yuba Parishad,"Kharupetia, Ward-07",Darrang,ashique88405@gmail.com,NOT AVAILABLE,99548 85243,03713-254072,"Adolescent Girls Welfare, Agriculture, Distance Learning, E-Governance, Education, Environment, General – Social Welfare, Rural Development, Self Help Groups, Sex Workers Welfare."
Foundation for Development of North East Territory,Silchar,Silchar,donet_silchar@hotmail.com,NOT AVAILABLE,,91-384-2261481,Social service without any profitmotive.
Gramya Vikash Mancha,"1 Bardhanara (Padumkuwari Chowk), Nalbari",Nalbari,gvm_ngo@sify.com,NOT AVAILABLE,,91-3664-258137,Development(General)
Debabrat Bhuyan Socio-Educational Society,"104, Asstha Apartment",Guwahati,d.bhuyansesociety@gmail.com,NOT AVAILABLE,,91-361-2230738,Social welfare
Green Shield (N.E.),"202, Green Home Apartment, Rukminigaon, G.S.Road",Guwahati,greenshield@rediffmail.com,NOT AVAILABLE,91-98599 71329,91-361-2620902,"Creating awareness in the field of managing our natural resources & environment, pollution control."
Grmd Foundation,"H-4, Mathura Dwaraka Path-Asomi Path Corner, Mathura Nagar, Dispur, Guwahati",Kamrup Metropolitan,grmdfoundation@gmail.com,NOT AVAILABLE,"84040 87679, 92074 11111",,"Art And Culture, Awareness Generation, Cancer Patients Help, Climate Change, Community Development, Corporate Social Responsibility, Disadvantaged Communities, Education, Employment, Energy, Food And Nutrition, Micro-Enterprises, Pollution, Rural Development, Self Help Groups, Sustainable Development, Traditional Health, Training, Women Development/Welfare."
Good Will,Doomdoomia,Nagaon,goodwillsocity@gmail.com,NOT AVAILABLE,97069 90812,03672-268900,Social Work.
Helpline Health Care Society,"GC Bordoloi Path, Bamunimaidam",Guwahati,dipub2012@gmail.com,NOT AVAILABLE,98642 90115,,"Advocacy On Social Issues, Anti Drug Campaign, Art and Culture, Awareness Generation, Child Rights, Community Development, Development (General), Disability, Disaster Management, Education, Environment, Food and Nutrition."
Happines to all,"Birkuchi, Guwahati",Guwahati,happines2all@rediffmail.com,NOT AVAILABLE,"91-98640 17766, 91-95777 32336",,Social work
Green Region and Manking,Margherita,Tinsukia,mail@gramAssam.org,NOT AVAILABLE,98541 06772,,"Child Welfare, Community Development, Cultural Issues, Development (General), Disadvantaged Communities, Disaster Management, Energy, Forest Management, Forestry, General – Social Welfare, Health, Hiv/Aids, Human Development, Indigenous Knowledge, Livelihood, Natural Resource Management, Old Aged Welfare, Orphanage, Peace, Physically Disabled, Plantation, Pollution, Population, Poverty, Rehabilitation, Research, Rural Development, Sanitation, Science And Technology, Social Awareness, Tribal Development, Tribal Issues, Waste Management, Water, Wildlife, Women Development/Welfare, Women’S Issues, Youth Wild Life Conservation."
Haribhanga Rastrabhasha Vidyapith,Nalbari,Nalbari,hari2010@yahoo.co.in,NOT AVAILABLE,91-98541 33335,,
Himalayan Valley Socio-Eco. Dev. Society,"2 Sonajuli, Dimakuchi",Udalguri,hemantadk12@gmail.com,NOT AVAILABLE,"91-94357 73914, 91-96138 52339",,"Community development, health, agriculture."
HOPELINE,"Atila Gaon, Chari Ali",Jorhat,hopeline2000@yahoo.com,NOT AVAILABLE,91-98543 57553,,
Hazarat Karim Khana Charitable Society,"2, Sarkey Bosti, Akuti",Nagoan,hazaratkarim@live.com,NOT AVAILABLE,91-98647 26374,,
Human Welfare Society [NGO],"Kapnarpar, Kalibaribazar",Hailakandi,humanwelfaresocietyngo@gmail.com,NOT AVAILABLE,94353 79934,03844-281240,Social Work.
Guide,"Uday Nagar, Ward-6",Morigaon,guideneindia@rediffmail.com,NOT AVAILABLE,88128 68964,,Social Work
Impact,"Kamalabari, Jorhat",N.E.,neimpact@yahoo.com,NOT AVAILABLE,,91-3775-273290,"Education, environment, culture, health."
Horizon Socio Cultural Organization,"Birubari Nijarapar, 112",Guwahati,horizon.ghy@gmail.com,NOT AVAILABLE,91-94012 26815,,
Inner Vision,"Duni, Bherua",Mangaldai,innervisionassam.org@gmail.com,NOT AVAILABLE,"99577 81601, 98540 52154, 98547 83083",,"Community Development, Disaster Management, Legal Awareness, Livelihood, Mentally Handicapped Persons, Physically Disabled, Poverty, Rural Development, Science and Technology."
Indian Council for Child Welfare Dibrugarh Branch,"ICCW, Dibrugarh District Branch, Anganwadi Workers Training Centre",Dibrugarh,,NOT AVAILABLE,,,Child welfare
Institute of Integrated Resource Management,"B.S.Road, Rangapukhuripar, Mission Chariali, Tezpur",Sonitpur,iirm2000@gmail.com,NOT AVAILABLE,91-94357 44444,91-3712-236230,Socio economic development of community.
Hojai Unnayan Mancha (HUM),"Uttarbidyanagar, Tumpreng Road, Hojai",Nagaon,hojai4u@rediffmail.com,NOT AVAILABLE,99540 91215,03674-252970,Social Work
Integrated Tribal Shining Society (ITSS),"Chotrong Majgaon, Near Gohpur Petrol Pump",Biswanath,secretary@itssngo.org,NOT AVAILABLE,94351 67874,03715-243289,Social Work.
Green View,"Barama Road, Ward-11",Nalbari,greenviewngo@rediffmail.com,NOT AVAILABLE,83990-50927,,Youth Aware People On About Conservation Of Bio-Diversity & Sustainable Socioeconomic Development.
Humanities Foundation for India’s North East,"Gohpur, Sonitpur",Sonitpur,"biswajitxl@gmail.com, jaydeep1biswas@gmail.com",NOT AVAILABLE,91-99577 13051,,Empowering rural people.
Jagi Evergreen Association,Jagi,Morigaon,jagievergreenassociation@gmail.com,NOT AVAILABLE,99573 10584,,"Agriculture, Art and Culture, Awareness Generation, Ayurveda, Cultural Issues, Development (General), Disaster Management, Education, Food and Nutrition, Forest Management, Health, Human Rights, Livelihood."
Jajari Bahumukhi Unnayan Comittee,Bormonipur,Morigaon,dhonmonibordoloi@gmail.com,NOT AVAILABLE,98542 34052,,"Development (General), General – Social Welfare."
IYDE,"Padumpukhuri, Uzanbazar",Guwahati,iydeassam@gmail.com,NOT AVAILABLE,91-94351 90202,,"Work together, grant, tech support."
Jagrity Society,"Makum Pather, Margherita",Tinsukia,rosnidiyang@gmail.com,NOT AVAILABLE,98598 17819,,"Agriculture, Art and Culture, Health, Rural Development, Science and Technology, Women Development/Welfare."
Janakalyan Mission,"Ward No. 12, Nalbari",Nalbari,ranjankc101@sify.com,NOT AVAILABLE,91-98542 24507,,
Jagarata Eco Social & Cultural Development Committee,"Pub Tupakuchi, Raha",Nagaon,latabordoloi@yahoo.in,NOT AVAILABLE,"91-94359 62536, 91-96784 00254",,"Child & women development, old age care, education, aids, cultural, environment, minority development."
Janashakti Bikash Mancha,"10, Puspakpur, Milanpur",Nalbari,janashaktibm@gmail.com,NOT AVAILABLE,98547 45887,,"Animal Health, Animal Welfare, Child Labour, Child Rights, Child Welfare, Community Development, Corporate Social Responsibility, Cow Protection Centre (Goushala), Fair Trade, Group Promotion, Livelihood, Natural Resource Management."
Janmabhumi Social Development Organisation,Maizgram,Karimganj,janmabhumingo@gmail.com,NOT AVAILABLE,95776 54799,,"Agriculture, Animal Health, Animal Welfare, Anti Drug Campaign, Art and Craft, Awareness Generation, Climate Change, Community Development, Cow Protection Centre (Goushala), Disaster Management, Plantation, Pollution, Population, Poverty, Rehabilitation, Wildlife, Yoga Income Generation For Unemployed Youth."
Jeemachaya Dagareya Muga,"Narakasur, Kahilipara Post Office House, Dispur",Guwahati,anil_d@reddiffmail.com,NOT AVAILABLE,"91-95779 50835, 91-98642 10314",91-361-2611764,"Development and aware of rural and poor women, child development."
