Adarsh Gramin Vikas Samiti,"Naudiha, Dhurgaon",Nalanda,,NOT AVAILABLE,,? 91-6111-27049,? Development(General)
Aditya Social,"Mamta Hospital, Ranchi Road, Bihar Sharif",Educational & Development Trust,,NOT AVAILABLE,91-98352 33232,,
Adiwasi Vanwasi Sewa Kendra,"Chawani, Mohalla Ward-08, Bhabua",Kaimur,info@avsk.co.in,NOT AVAILABLE,95553 20020,06189-222236,Social Work
Afflux Foundation,"C-21, First Floor, Ag Colony, Shastri Nagar",Patna,affluxfoundation@yahoo.in,NOT AVAILABLE,93342 55050,,Social Work.
Aflatun Welfare Society,"Prabhat Nagar, Katihar",Katihar,,NOT AVAILABLE,91-99054 50805,,To welfare for the society.
Agrotech Consultants,"42, Rajendra Path, North S.K. Puri",Patna,,NOT AVAILABLE,,"? 91-612-263510, 91-612-263378","? Agriculture, Energy, Rural Development, Sanitation, Water, Women’s issues"
AKRSPI – Aga Khan Rural Support Programme India,"Hanuman Nagar, St 2, Gobarsahi",Muzaffarpur,muzaffarpur@akrspi.org,NOT AVAILABLE,,91-621-2220151,Economic development for equitable society.
Al Talha Foundation,"Hakim Amir Hassan Lane, Tatarpur",Bhagalpur,altalhafoundation@gmail.com,NOT AVAILABLE,95076 59550,,"Agriculture, Art And Craft."
Al-Ansar Foundation,"3rd Floor, Chandi Vyapar Bhavan",Patna,admi@alansarfoundation.org,NOT AVAILABLE,,91-612-3209479,Health
Al Ansar Millat Welfare Society,"Basar Bigha, Bihar Sharif",Nalanda,ahamraz@hotmail.com,NOT AVAILABLE,? 91-99340 48522,,
Al-Hamd Educational & Welfare Society,"Noori Manzil, Chand Nagar",Patna,alhamdsociety@in.com,NOT AVAILABLE,,91-612-2555202,
Al-Hind Educational & Welfare Society,"Mandai, Dargah Road",Patna,alhind_welfaresociety@yahoo.co.in,NOT AVAILABLE,,,"Education, health & welfare."
Alok Khajauli,"Beheta, Khajauli",Madhubani,khajauli@live.com,NOT AVAILABLE,? 91-98991 15375,,Rural development.
Alpsankhyak Utthan Ewam Kalyan Samiti,"Jayprakash Nagar, Ward-22",Khagaria,auks_2000@rediffmail.com,NOT AVAILABLE,94300 42182,06244-222985,Social Work
Amit Welfare Trust,"Gopalpur, Siwan",Siwan,amit_world1864@yahoo.com,NOT AVAILABLE,? 91-99398 39305,,Education.
Antyaj Seva Samiti,"Harendra Pandey, North Mandiri",Patna,antyaj@sify.com,NOT AVAILABLE,? 91-94310 62639,,Interaction with other ngo.
ALIEN – A League for Ideal & Emerging Natives,"Kadirabad, Near Naka No-2, Alien Road",Darbhanga,alienindia05@gmail.com,NOT AVAILABLE,? 91-93041 11213,,We cannt all be great but we can attach ourselves to a great cause.
Antyoday Vikas,"Sandalpur, Sultanganj",Patna,antyodayvikas_ngo@yahoo.in,NOT AVAILABLE,,,Education development.
Anushilan Welfare Foundation,"Guleshwari Bhawan, Mokama",Patna,ngoanushian@yahoo.in,NOT AVAILABLE,91-98685 65870,,To eradicate illiteracy from our country.
Ankur Foundation,"Naya Tola, Karpuri Chowk, Bettiah",West Champaran,ankurfoundationbjub@gmail.com,NOT AVAILABLE,96930 78414,,Education
Aprajita Samaj Sewa Sansthan,"Shastri Nagur West Ward 4, Near Madarsa Filed Madhubani",Purnia,aprajitassspur@gmail.com,NOT AVAILABLE,91-94308 83101,91-654-2424354,Women empowerment.
Aprajita Welfare Foundation,"Adarsh Nagar, Shekh Pur",Muzaffarpur,snjha3249@gmail.com,NOT AVAILABLE,94316 52907,0621 2230590,"Agriculture, Cancer Patients Help, Child Rights, Cow Protection Centre (Goushala), Cultural Issues, Distance Learning, Education, Employment, Health, Herbal Medicine, Human Development, Industry, Law, Plantation, Right To Information, Trafficking Of Women, Training, Women Development/Welfare, Yoga, Youth."
Al-Hafiz Educational & Social Welfare Trust,"Chandi Vayapar Bhawan, Patna",Patna,al_hafiztrust@yahoo.com,NOT AVAILABLE,? 91-94310 25219,,"Educational, social and cultural"
Aran Gramin Vikas Samiti,"Maner, Patna",Patna,arpanbihar@rediffmail.com,NOT AVAILABLE,91-98352 56391,91-612-3252607,Social working
Archer Foundation,"Baghmali Sanchipatti, Hajipur",Vaishali,info@archerfoundation.in,NOT AVAILABLE,72608 38333,06224-295169,"Urban Development, Women Development/Welfare Skill Development."
Archie Samajik Sanstha,"202 C Sri Ram Parishar Aptt Road 11, East Patel Nagar",Patna,ass1356@rediffmail.com,NOT AVAILABLE,91-91622 27218,91-612-2281391,"Education, health, environment, disability, old age home, rain water harvesting."
Arham Social Welfare & Educational Charitable Trust,"Kharhiya Basti, Ward-11",Araria,arhum.socialwelfaretrust2016@gmail.com,NOT AVAILABLE,"96319 60856, 77620 18868",,"Agriculture, Animal Health, Anti Drug Campaign, Art and Craft, Art and Culture, Child Labour, Child Rights."
All India Muslim Youth Majlis,"Phulwari Kothi, Sabzi Bagh",Patna,muslimyouthmajlis@gmail.com,NOT AVAILABLE,93341 87529,0612-2300971,"Advocacy On Social Issues, Agriculture, Anti Drug Campaign, Art And Culture, Awareness Generation, Cancer Patients Help, Corporate Social Responsibility, Disability, Disaster Management, Education, Environment, Food And Nutrition, General – Social Welfare, Herbal Medicine, Hiv/Aids, Irrigation, Medical Relief, Mentally Handicapped Persons, Minorities, Natural Resource Management, Old Aged Welfare, Plantation, Pollution, Self Help Groups, Shelter Home, Social Awareness, Urban Development, Women’S Issues, Youth."
Anup Rural Development Mission,"Pachpaika, Ujiyarpur, Dalsinghsarai",Samastipur,shambhu5483@rediffmail.com,NOT AVAILABLE,82982 73093,,"General – Social Welfare, Group Promotion, Human Rights, Legal Awareness, Livelihood, Micro-Enterprises, Population, Rural Development, Self Help Groups, Social Awareness, Trade And Industry Welfare, Training, Urban Development, Yoga."
Anupam Seva Asthali,Bikramganj,Bikramganj,bluethunder.nids@gmail.com,NOT AVAILABLE,99733 63690,,"Child Welfare, Development (General), Environment, General – Social Welfare, Old Aged Welfare, Rural Development, Sanitation, Self Help Groups, Waste Management, Women Development Welfare."
Aryabhat Computers,"1 B/16, New Patliputra Colony",Patna,aryabhat86@gmail.com,NOT AVAILABLE,91-94311 14457,91-612-22722205,Education and health.
Arya Samaj,"Sadar Bazar, Jamalpur",Jamalpur,aryasamajjmp@gmail.com,NOT AVAILABLE,? 91-98524 69340,,Urban & rural development.
Apka Sewak,"Shri Sadan, Haridaspur",Patna,apka.sewak@rediffmail.com,NOT AVAILABLE,? 91-96611 12828,,"Development, education, health, entertainment etc."
Asim Vaidik Seva Sansthan,Patna,Patna,avssvicky@rediffmail.com,NOT AVAILABLE,? 91-93341 15749,,
Ashirwad Foundation,"Kaliasthan Chowk, Near Rotary Blood Bank",Begusarai,,NOT AVAILABLE,91-94314 17805,,Social & cultural
Association for Social Engineering Research & Training,"143-D, Patna",Patna,assertpatna@gmail.com,NOT AVAILABLE,,"91-612-2540842, 91-612-2540462",For advocacy and dissemination.
Assert Institute of Management Studies,"143-D, S.K.Puri",Patna,assert@tande.com,NOT AVAILABLE,,? 91-612-2223942,"? Disadvantaged communities, Education, Environment, Science and Technology"
Atulya Welfare Society,"Devraj, Road No 10, Near Veer Kunwar Singh Chowk, Keshari Nagar",Patna,care@atulyawelfare.com,NOT AVAILABLE,95706 38203,,"Adolescent Girls Welfare, Animal Health, Awareness Generation, Child Rights, Child Welfare, Cultural Heritage., Economics And Finance, Education, Employment, Energy, General – Social Welfare, Sanitation, Science And Technology, Sericulture, Right To Information, Trade And Industry Welfare, Tribal Development, Waste Management, Water, Wildlife, Yoga, Youth Skill Development."
Association of Limretech Social Development (ALSD),"Aasi Naga, Nawalpur",Siwan,toalsd@gmail.com,NOT AVAILABLE,98520 25893,,"Adolescent Girls Welfare, Advocacy On Social Issues, Anti Drug Campaign, Disaster Management, Distance Learning, E-Learning, Education, General – Social Welfare, Health, Herbal Medicine, Human Development."
Asian Development Research Institute,"B.S.I.D.C. Colony, Opp. Boring Patliputra Road",Patna,adrip@tande.com,NOT AVAILABLE,,"? 91-612-2265649, 91-612-2267102","? Art and culture, Development(General), Education, Rural Development, Science and Technology."
ARSH Foundation,"Poddar Toli Lane, Jogsar",Bhagalpur,arshbgp@gmail.com,NOT AVAILABLE,70338 83366,0641-2300532,"Distance Learning, Education, Employment, Energy, Environment, Herbal Medicine, Medical Relief, Old Aged Welfare, Plantation, Pollution, Poverty, Research, Rural Development, Sanitation, Social Awareness, Society And Economy, Right To Information."
Arpan Gramin Vikas Samiti,"Maner, Patna",Patna,arpanpatna@yahoo.co.in,NOT AVAILABLE,? 91-98352 56391,91-612-3252607,
Avinav Niketan,"201, Jagat Trade Centre",Patna,avinavniketan@mail.com,NOT AVAILABLE,,91-612-2231820,Socio-economic development.
Ayushman Foundation,"Kamat, Dhamdaha Ghat",Purnea,ayushman.foundation@yahoo.in,NOT AVAILABLE,95723 64124,,"Adolescent Girls Welfare, Agriculture, Child Labour, Employment, Hiv/Aids, Human Development, Industry, Science And Technology, Urban Development, Women’S Issues, Yoga Awareness Programme For Women On Sexual Harassment."
AVS,"Mandir Marg, Bodh – Gaya",Gaya,avs_org@yahoo.com,NOT AVAILABLE,,91-631-2200371,Social development.
B Caring Hands Society,"Opp. Heritage School, Krishna Nagar, Chandwa, Arrah",Bhojpur,bcaringhandssociety@gmail.com,NOT AVAILABLE,94731 72275,,"Agriculture, Awareness Generation, Child Labour, E-Governance, Education, Employment, Energy, Environment, Fair Trade, Forest Management, Governance, Grants/Aids, Health, Herbal Medicine, Human Rights."
Baburam Devraj Welfare Society,"Pakri Shrikant, Phulwariya",Gopalganj,info.bdgroup@yahoo.com,NOT AVAILABLE,"82922 88210, 76769 98191",,"Training, Women Development/Welfare."
Avidya Vimukti Sansthan,"Mandir Marg, Gaya",Gaya,avs_org@yahoo.com,NOT AVAILABLE,? 91-99392 39773,"91-631-2200371, 91-631-2200872",Community development
Avali,"Sharan Niwas, Sankat Mochan Nagar, Gali No. 2, New Police Line, Arrah",Bhojpur,avaliarrah@gmail.com,NOT AVAILABLE,94300 33907,,Social Work.
Bal Mahila Kalyan,"Vikas Ashram, officers Colony Mirchaibari",Katihar,bmk_katihar@rediffmail.com,NOT AVAILABLE,,91-6452-233283,Women development
Bal Sakha,"Janta Rest House, Jamal Road",Patna,,NOT AVAILABLE,,? 91-612-2227871,"? Child welfare, Law, Rehabilitation"
Baldev Educational and Social Welfare Trust,"Khakhra, Jiyanbigha, Sheikhpura",Sheikhpura,tuphan. kumar@gmail.com,NOT AVAILABLE,76313 10354,,"Art and Culture, Awareness Generation, Child Welfare, Education, Health, Media, Old Aged Welfare, Rural Development, Social Awareness, Women Development/Welfare."
Badrinarayan Lal Educational & Social Development Society,"House No. 8, Road No. 21",Patna,"bless@india.com, Pngopal@sify.com",NOT AVAILABLE,? 91-93341 84940,,Help needy person
Balgee Foundation,"A/21, Housing Colony, Kankarbagh, Housing Colony",Patna,balgee.foundation@gmail.com,NOT AVAILABLE,91-97714 96499,91-612-2367474,"Health, education, child development, disability, agriculture, education, environment."
Bashirul Hoda Islahul Muslemin Welfare Society,"Bashirul Hoda Islahul Muslemin Welfare Society, Nackchhed Tola",Motihari,,NOT AVAILABLE,,"91-6252-220827, 91-6252-223718",
Batohi Sewa Sansthan,"Baghant, Manigachi",Darbhnga,,NOT AVAILABLE,,91-6272-288399,Child development
Being Human By Heart,"Urdu Bajar, (Asha Bhawan)",Bhagalpur,bijendrabgp@gmail.com,NOT AVAILABLE,"76313 13851, 98524 32735",,"Advocacy On Social Issues, Art And Culture, Awareness Generation, Community Development, Education, Forest Management."
Benevolence Foundation,"60, Sarkari Chowk, Ward-17, Jagdishpur",Bhojpur,benevolencefoundation@gmail.com,NOT AVAILABLE,95077 18104,,"Adolescent Girls Welfare, Agriculture, Animal Health, Child Labour, Child Rights, Child Welfare, Climate Change, E-Governance, E-Learning."
Balaji Seva Sansthan,"Railly, Patna",Patna,balajisevasansthan@gmail.com,NOT AVAILABLE,,91-613-2692428,
Bhojpur Mahila Kala Kendra,"A 403, Ranjan Palace, Magistrate Colony, Ashiana",Patna,bhojpurmahila@gmail.com,NOT AVAILABLE,91-94302 66612,,
Bhoomika Vihar,"Barmasia Mirchaibari, Katihar",Katihar,"bhoomikavihar@hotmail.com, bhoomikavihar@gmail.c",NOT AVAILABLE,,91-612-3245096,
Bhumiputra,"Madheshra, Anchal-Sonbarsha",Sitamarhi,saket.samdarshi@gmail.com,NOT AVAILABLE,89619 16739,,"Medical Relief, Mentally Handicapped Persons, Old Aged Welfare, Orphanage, Physically Disabled, Plantation, Poverty, Public Administration, Research, Rural Development, Sanitation, Science And Technology, Self Help Groups, Training, Waste Management."
Baba Butan Singh Rural India Founmdation,"Navneet Housing Colony, Kali Mandir Road, Hanuman Nagar",Patna,secretary@bbsrif.org,NOT AVAILABLE,"88736 36661, 89870 36661",,Social Work.
Bihan jan jagriti sangathan,"Barhauna, Mohiuddin Nagar",Samastipur,ngobihan@gmail.com,NOT AVAILABLE,"91-98997 39981, 91-95722 34601",,"Education, health, agriculture, employement, social welfare, rural development, women empowerment."
Bihar Gram Vikas Parisad,"Manikpur Musaharnia, Andauli",Sitamarhi,,NOT AVAILABLE,,,? Development(General)
Bihar Gramya Seva Sansthan,"Mathurapur, Samastipur",Samastipur,gramya.seva@gmail.com,NOT AVAILABLE,? 91-94312 19631,,Rural development
Bihar Gramin Vikas Parishad,"Bihar Gramin Vikas Parishad, Behind Hotel Sayonara",Begusarai,,NOT AVAILABLE,,? 91-6613-222492,
Association for Social Research and Action,"104, M E Apartment, K M Singh Lane, East Boring Canal Road",Patna,asra_sp@yahoo.com,NOT AVAILABLE,,91-612-2524055,"Children, drinking water, education & literacy, health & family welfare, Hiv/Aids, nutrition."
Bihar Dalit Vikas Samiti,Patna,Patna,bihardalit@gmail.com,NOT AVAILABLE,,91-612-2592322,Dalit development
Bihar Seva Mandal,"Nadiyawan, Lakhisarai",Lakhisarai,bsmbihar@sify.com,NOT AVAILABLE,,,"Health, infrastructure, public awareness."
Bhartiya Jan Utthan Parishad,"Quamruddin Ganj, Biharsharif",Nalanda,bjup2003@yahoo.com,NOT AVAILABLE,,91-6112-233373,To dissiminate and share our working experience with others and learn from them.
Bihar Yuva Sarvangin Vikas Sansthan,"Near Hospital, Jamhor",Aurangabad,bysvs@rediffmail.com,NOT AVAILABLE,? 91-99390 16312,,
Bihar Urdu Youth Forum,"Sabzibagh, Daria Pur",Patna,biharurduyouthforum@yahoo.in,NOT AVAILABLE,91-93341 87529,91-612-2300971,To achieve goal for all kind of development of poor masses.
Bharat Swabhimaan,"Malviya Nagar, Nai Basti",Siwan,vik_lead@yahoo.co.in,NOT AVAILABLE,91-97087 95700,91-6154-244597,"Education, health, NRM, water, women empowerment, child development, rural development, disability."
Buddha Social Welfrare Council,"Sujata Nagar, Mohanpur",Gaya,balwant.yadavji@gmail.com,NOT AVAILABLE,,91-6326-240525,
Bureau Of Obligate And Accompainer For Rural Development (BOARD),Shahjahanpur,Patna,boardorg@gmail.com,NOT AVAILABLE,"98352 52736, 96313 69572",,Social Word.
Babu Bacha Singh Samaj Kalyan Society,"Ramgarh, Kahlwan, Nawtan",Siwan,skrsingh7@gmail.com,NOT AVAILABLE,91-78381 09137,91-6157-262376/74,Helping hand for economical growth.
Bodhitree Foundation Trust,"A-13, Ansa Plaza, Rbss Sahay Road",Bhagalpur,bodhitreef@gmail.com,NOT AVAILABLE,94731 96201,0641-2301383,Dowry Act & Child Abuse Cases Consulting For Free.
BOOND – A Drop of Help,"Shahi Colony, Hajipur",Hajipur,boond_onhelp@yahoo.com,NOT AVAILABLE,? 91-98358 49757,,
Bureau of Rural Economical & Agriculture Development,"Pirmohani, Lane No. 3",Patna,,NOT AVAILABLE,,? 91-612-2680226,"? Agriculture, Child welfare, Education, Health, Rehabilitation, Rural Development"
CARETEL,"35, Adarsh Colony, S.K.Nagar",Patna,contact@caretelindia.org,NOT AVAILABLE,91-93868 54293,91-612-3252774,"To educate & motivate the people, sensitize policy makers and functionaries and promote activities."
Center for Communication Development,"A-16, Budha Colony",Patna,sansarg@rediffmail.com,NOT AVAILABLE,,91-612-2523857,To grow into and institution of excellence in a world of responsible citizens living in a democratic.
Centre for Communication Resources Development,"Shyama Bhawan, West Boring Canal Road",Patna,,NOT AVAILABLE,,? 91-612-2233309,"? Education, Local Administration, Micro-enterprises, Training, Women’s issues"
Boudh Bihar Pratisthan,"Near D.M. Office,",Lakhisarai,bbp_help@indiatimes.com,NOT AVAILABLE,? 91-93347 17926,,To help everyone.
Centre for Planning Development & Science,"Pustak Bhandar Compound, Govind Mitra Road",Patna,greach@cal.vsnl.net.in,NOT AVAILABLE,,"? 91-612-2667536, 91-33-23596001",? Development(General)
Center For Social Service Buxar,"Ward No 24, Thana Road",Buxar,ngocfss@gmail.com,NOT AVAILABLE,90979 79910,,"Adolescent Girls Welfare, Advocacy On Social Issues, Agriculture, Animal Health, Animal Welfare, Anti Drug Campaign, Art And Craft, Art And Culture, Employment, Food And Nutrition, Forest Management, General – Social Welfare, Governance, Group Promotion, Herbal Medicine, Indigenous Knowledge."
Centre for Urban & Rural Development,"Ganj Per, Bhendary",Nalanda,,NOT AVAILABLE,,? 91-6112-274117,? Development(General)
CARDI – Centre for Action Research & Development Initiative,"Road No. 13B, Patna",Patna,cardi@vsnl.com,NOT AVAILABLE,,? 91-612-2664531,"? Development(General), Micro-enterprises, Poverty, Science and Technology"
CHAITANYA,"Mohan Kothi, G. B. Road",Gaya,chaitanyaorg@hotmail.com,NOT AVAILABLE,? 91-99399 21140,,? Public empowerment and creation of a just society
Centre for Documentation,"II Floor, Sudama Bhavan, Boring Road Crossing",Information,,NOT AVAILABLE,,? 91-612-265938,"? Child welfare, disadvantaged communities, education, health, sanitation, water, women’s issues."
Champa Arayna Khadi Gramodhyog Sanstha,"LIC of India, Building",Bettiah,champa_aranya@yahoo.com,NOT AVAILABLE,? 91-94314 70080,,
Centre for Youth Development,"Mahatma Gandhi (Babunia) Road, Siwan",Siwan,,NOT AVAILABLE,,"? 91-6154-223204, 91-6154-222161","? Employment, Micro-enterprises"
Chaya Samajik Vikash Sansthan,"Dharmdiha, Jagatpur, Ghoghardiha",Madhubani,csvsindia@yahoo.com,NOT AVAILABLE,91-98697 15068,,Social welfare.
CHETNA,"PTS, NTPC, Kahalgaon",Bhagalpur,drbkbehera@rediffmail.com,NOT AVAILABLE,? 91-94316 00445,,All round development of society around NTPC.
Chaitanya Foundation,"Bhawanipur, Navgachia",Bhagalpur,chaitanya.foundation14@gmail.com,NOT AVAILABLE,94306 49119,,"Child Labour, Child Rights, Child Welfare, Disaster Management, Education, Health, Hiv/Aids, Human Development, Human Rights, Social Awareness."
Chandra Rekha Development Foundation,"Shivpuri, Shiv Mandir, Tower Road",Araria,info@crdf.in,NOT AVAILABLE,"94310 96727, 96610 56042",06453-224826,"Adolescent Girls Welfare, Advocacy On Social Issues, Agriculture, Animal Health, Animal Welfare, Anti Drug Campaign, Art And Craft, Ayurveda."
Child Care Centre,"14, Adarsh Colony",Patna,childcarecentre1@gmail.com,NOT AVAILABLE,,91-612-2527808,To help the society in all possible ways without any discrimination
Child Care Society,"Station Road, Bhagwan Bazar, Chapras",Saran,childcarechapra@gmail.com,NOT AVAILABLE,99344 17272,06152-261878,"Adolescent Girls Welfare, Advocacy On Social Issues, Anti Drug Campaign, Awareness Generation, Ayurveda, Child Labour, Child Rights, Child Welfare, Climate Change, Corporate Social Responsibility, Health, Human Rights, Legal Awareness, Physically Disabled, Poverty, Rehabilitation, Rural Development, Sanitation, Trafficking Of Women, Women Development/Welfare, Women’S Issues Social Developement And Change."
Chetna Seva Sadan,"C/o Anamika Press, Katihar",Katihar,dhijch@yahoo.com,NOT AVAILABLE,,91-6452-246116,To educate village people about computer.
CHANDKANTA,"Serpur, M.I.C.Bela",Muzafferpur,rkdipudipu@yahoo.com,NOT AVAILABLE,? 91-98354 02173,,
Computer Gramm,"First Floor, Nema Place, Opp. Andhra Bank, Exhibition Road",Patna,computergram@rediffmail.com,NOT AVAILABLE,91-93344 16226,91-612-3265882,"Child, youth and education developments in rural areas."
Child Support & We,"Thakur Prasad Market, Khemanichak",Patna,satishpal4758@rediffmail.com,NOT AVAILABLE,? 91-98529 26856,,Child development
Compassion World,"Rama Bhawan, Ramna Road",Gaya,cworld.co@gmail.com,NOT AVAILABLE,"89873 80343, 95073 82000",,"Local Self Governance (Panchayati Raj), Pollution, Rehabilitation, Sex Workers Welfare, Right To Information, Training, Tribal Development, Urban Development."
CREATE,"New Bailey Road, Ram Jaipal Nagar, Pharmacy College Road",Danapur,ngocreate@gmail.com,NOT AVAILABLE,91-94310 49832,91-6115-234638,"Integrated rural development, technology for agriculture, science & technology."
Creator,"Aam Gola, Prao Pokhar, Lane-1, Near Super Janta Tent House",Muzaffarpur,creatorindia@hotmail.com,NOT AVAILABLE,96614 48036,,"Climate Change, Community Development, E-Learning, Education, Environment, Food and Nutrition, Old Aged Welfare, Pollution, Poverty, Rural Development, Sanitation, Shelter Home, Social Awareness, Sustainable Development, Traditional Health, Women Development/Welfare Our Organiszation Is Working For Poor Women To Form Self Help Group. We Are Strengthing Them By Saving Habbit & Awarness Of Social Issues Like Children Education, Sanitation, Health Issues Etc. Also We Create Awerness and Assist To Take Benefit Of Govt. Programmes Such As Plantation, To Take Job From Meneraga Etc."
Creative Educational & Social Welfare Organization,Purnea,Purnea,arya_vkcreswo@rediffmail.com,NOT AVAILABLE,? 91-99346 42424,,Desiring fund for the development of society.
Dalit Mahila Kalyan Sansthan,"Pakri Tola, Hanuman Nagar, Block-Riga",Sitamarhi,dalitmahilakalyan@gmail.com,NOT AVAILABLE,88736 20741,,"Adolescent Girls Welfare, Agriculture, Art And Craft, Environment, Grants/Aids, Hiv/Aids, Human Development, Old Aged Welfare, Pollution, Rehabilitation."
Champaran Yuva Kalyan Society,Ramnagar,West Champaran,cyksramnagar@yahoo.in,NOT AVAILABLE,96314 09773,,"Education, Food And Nutrition, Health, Sanitation, Self Help Groups, Training."
Dalit Vikas Samiti Sah Kalyan Parishad,"Kailashpuri, Ward-10 Dumra",Sitamarhi,dvskparisad@gmai.com,NOT AVAILABLE,94306 51169,06226-250878,Sociaql Work
Dalit Vikas Abhiyan Samiti,"232, Ashok Nagar Road-14, Kankarbagh",Patna,dalitmovement.dvas@gmail.com,NOT AVAILABLE,90061 93475,0612 2382008,"Development/Welfare, Women’S Issues, Youth. Collective Action For Social Transformation, Social Justic And All Dignity."
CREATE (Centre for Research Education Awareness Training & Evaluation),"Mother Lodge, Iti Mor, Mirchaibari",Katihar,info@createforyou.org,NOT AVAILABLE,93049 37700,06452-230105,"Agriculture, Animal Health, Awareness Generation, Corporate Social Responsibility, Education, Employment, General – Social Welfare, Health, Livelihood, Ngo Management, Self Help Groups, Social Awareness, Training, Waste Management, Water."
Dalite Welfare Society,"Fakira Chowk, Rewa Road NH 102",Muzaffarpur,,NOT AVAILABLE,,91-621-2262160,Social work
Dalit Vikash Manch,"Rudra Farma, Park Road",Patna,dvmpatna@gmail.com,NOT AVAILABLE,? 91-99534 98100,,
Creation Welfare Society,"Rajapur, Muzaffarpur",Muzaffarpur,naiyert@gmail.com,NOT AVAILABLE,? 91-94700 09990,,Sustainable development.
